market,出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,Date,Year,Season,SecuritiesCompanyCode,CompanyName
tpex,,,,,,513507.00,329169.00,,,184338.00,,,184338.00,246924.00,,-62586.00,4483.00,-58103.00,-1730.00,-56373.00,,,-56373.00,499.00,,-55874.00,-56210.00,,-163.00,-55711.00,,-163.00,-0.82,1150905,115,2,6160,欣技
tpex,,,,,,799799.00,516598.00,,,283201.00,,,283201.00,173376.00,,109825.00,66126.00,175951.00,32253.00,143698.00,,,143698.00,18970.00,,162668.00,143698.00,,,162668.00,,,2.56,1150905,115,2,6161,捷波
tpex,,,,,,3030648.00,2500886.00,,,529762.00,,,529762.00,557739.00,,-27977.00,4625.00,-23352.00,6611.00,-29963.00,,,-29963.00,94748.00,,64785.00,-27117.00,,-2846.00,67631.00,,-2846.00,-0.18,1150905,115,2,6163,華電網
tpex,,,,,,612891.00,580847.00,,,32044.00,,,32044.00,106637.00,,-74593.00,51739.00,-22854.00,659.00,-23513.00,,,-23513.00,25668.00,,2155.00,-23513.00,,0.00,2155.00,,0.00,-0.16,1150905,115,2,6167,久正
tpex,,,,,,248.00,1839.00,,,-1591.00,,,-1591.00,35277.00,,-36868.00,4131.00,-32737.00,-20.00,-32717.00,,,-32717.00,-571.00,,-33288.00,-32717.00,,,-33288.00,,,-1.40,1150905,115,2,6169,昱泉
tpex,,,,,,1588620.00,1074077.00,,,514543.00,,,514543.00,359068.00,,155475.00,109972.00,265447.00,51834.00,213613.00,,,213613.00,1955.00,,215568.00,212478.00,,1135.00,214433.00,,1135.00,2.18,1150905,115,2,6170,統振
tpex,,,,,,138802.00,68301.00,,,70501.00,,,70501.00,18030.00,,52471.00,1145.00,53616.00,17959.00,35657.00,,,35657.00,,,35657.00,,,,,,,0.36,1150905,115,2,6171,大城地產
tpex,,,,,,2392252.00,1707324.00,,,684928.00,,,684928.00,171836.00,,513092.00,129265.00,642357.00,131509.00,510848.00,,,510848.00,940368.00,,1451216.00,510848.00,,,1451216.00,,,2.98,1150905,115,2,6173,信昌電
tpex,,,,,,364370.00,232085.00,,,132285.00,,,132285.00,85003.00,,47282.00,-1639.00,45643.00,7103.00,38540.00,,,38540.00,-9192.00,,29348.00,38540.00,,,29348.00,,,0.77,1150905,115,2,6174,安碁
tpex,,,,,,2534861.00,1985101.00,,,549760.00,,,549760.00,196817.00,,352943.00,38852.00,391795.00,64978.00,326817.00,,,326817.00,208027.00,,534844.00,254586.00,,72231.00,420578.00,,114266.00,1.70,1150905,115,2,6175,立敦
tpex,,,,,,3815408.00,3334061.00,,,481347.00,,,481347.00,164044.00,,317303.00,-89831.00,227472.00,49146.00,178326.00,,,178326.00,-21591.00,,156735.00,189720.00,,-11394.00,168129.00,,-11394.00,1.20,1150905,115,2,6179,亞通
tpex,,,,,,4418005.00,3236529.00,,,1181476.00,,,1181476.00,1252374.00,,-70898.00,962.00,-69936.00,-34102.00,-35834.00,,,-35834.00,-3943.00,,-39777.00,-44800.00,,8966.00,-52299.00,,12522.00,-0.26,1150905,115,2,6180,橘子
tpex,,,,,,5189987.00,4104487.00,,,1085500.00,,,1085500.00,968659.00,,116841.00,-4829.00,112012.00,29290.00,82722.00,,,82722.00,766025.00,,848747.00,33298.00,,49424.00,321524.00,,527223.00,0.06,1150905,115,2,6182,合晶
tpex,,,,,,349325.00,302546.00,,,46779.00,,,46779.00,107825.00,,-61046.00,58993.00,-2053.00,1556.00,-3609.00,,,-3609.00,39700.00,,36091.00,-3609.00,,,36091.00,,,-0.02,1150905,115,2,6185,幃翔
tpex,,,,,,3859377.00,2976420.00,,,882957.00,,,882957.00,304702.00,,578255.00,18863.00,597118.00,158105.00,439013.00,,,439013.00,,,439013.00,,,,,,,2.25,1150905,115,2,6186,新潤
tpex,,,,,,3766081.00,1745574.00,,,2020507.00,,,2020507.00,909397.00,,1111110.00,233162.00,1344272.00,208385.00,1135887.00,,,1135887.00,942085.00,,2077972.00,1151430.00,,-15543.00,2093515.00,,-15543.00,11.90,1150905,115,2,6187,萬潤
tpex,,,,,,4136813.00,3053180.00,,,1083633.00,,,1083633.00,881508.00,,202125.00,235699.00,437824.00,98662.00,339162.00,,,339162.00,226512.00,,565674.00,275019.00,,64143.00,493386.00,,72288.00,0.99,1150905,115,2,6188,廣明
tpex,,,,,,5470580.00,4636554.00,,,834026.00,,,834026.00,479568.00,,354458.00,24092.00,378550.00,97416.00,281134.00,,,281134.00,56117.00,,337251.00,248501.00,,32633.00,302947.00,,34304.00,1.35,1150905,115,2,6190,萬泰科
tpex,,,,,,488351.00,450254.00,,,38097.00,,,38097.00,39529.00,,-1432.00,12310.00,10878.00,6421.00,4457.00,,,4457.00,54618.00,,59075.00,4457.00,,,59075.00,,,0.09,1150905,115,2,6194,育富
tpex,,,,,,1275551.00,543753.00,,,731798.00,,,731798.00,615629.00,,116169.00,-4590.00,111579.00,24544.00,87035.00,,,87035.00,1399.00,,88434.00,87035.00,,0.00,88434.00,,0.00,1.73,1150905,115,2,6195,詩肯
tpex,,,,,,118.00,34.00,,,84.00,,,84.00,30609.00,,-30525.00,1884.00,-28641.00,3696.00,-32337.00,,,-32337.00,6.00,,-32331.00,-32304.00,,-33.00,-32298.00,,-33.00,-0.19,1150905,115,2,6198,瑞築
tpex,,,,,,483490.00,269048.00,,,214442.00,,,214442.00,41955.00,,172487.00,16899.00,189386.00,53381.00,136005.00,0.00,,136005.00,-23576.00,,112429.00,128020.00,,7985.00,104456.00,,7973.00,2.07,1150905,115,2,6199,天品
tpex,,,,,,1013245.00,706867.00,,,306378.00,,,306378.00,193442.00,,112936.00,100520.00,213456.00,57908.00,155548.00,,,155548.00,7309.00,,162857.00,155548.00,,,162857.00,,,1.89,1150905,115,2,6203,海韻電
tpex,,,,,,206596.00,136986.00,,,69610.00,,,69610.00,53238.00,,16372.00,-253.00,16119.00,4982.00,11137.00,,,11137.00,-9923.00,,1214.00,11137.00,,,1214.00,,,0.48,1150905,115,2,6204,艾華
tpex,,,,,,604501.00,417734.00,,,186767.00,,,186767.00,152601.00,,34166.00,66705.00,100871.00,10908.00,89963.00,,,89963.00,185856.00,,275819.00,90254.00,,-291.00,276110.00,,-291.00,1.11,1150905,115,2,6207,雷科
tpex,,,,,,1763796.00,1230171.00,,,533625.00,,,533625.00,386295.00,,147330.00,162731.00,310061.00,22047.00,288014.00,,,288014.00,23173.00,,311187.00,294878.00,,-6864.00,318051.00,,-6864.00,3.12,1150905,115,2,6208,日揚
tpex,,,,,,214262.00,210754.00,,,3508.00,,,3508.00,26365.00,-630.00,-23487.00,1496.00,-21991.00,-54.00,-21937.00,,,-21937.00,,,-21937.00,,,,,,,-0.63,1150905,115,2,6210,慶生
tpex,,,,,,551396.00,337509.00,,,213887.00,,,213887.00,55101.00,,158786.00,-13143.00,145643.00,47299.00,98344.00,,,98344.00,0.00,,98344.00,,,,,,,0.96,1150905,115,2,6212,理銘
tpex,,,,,,2272219.00,1786637.00,,,485582.00,,,485582.00,514685.00,,-29103.00,-6540.00,-35643.00,-12002.00,-23641.00,,,-23641.00,50805.00,,27164.00,-21604.00,,-2037.00,28811.00,,-1647.00,-0.19,1150905,115,2,6217,中探針
tpex,,,,,,800866.00,616920.00,,,183946.00,,,183946.00,131022.00,,52924.00,113592.00,166516.00,11587.00,154929.00,,,154929.00,-2934.00,,151995.00,154929.00,,0.00,151995.00,,0.00,2.41,1150905,115,2,6218,豪勉
tpex,,,,,,1274643.00,976070.00,,,298573.00,,,298573.00,230950.00,,67623.00,-71123.00,-3500.00,5669.00,-9169.00,,,-9169.00,200.00,,-8969.00,-9169.00,,,-8969.00,,,-0.07,1150905,115,2,6219,富旺
tpex,,,,,,4947052.00,3663895.00,,,1283157.00,,,1283157.00,1094158.00,,188999.00,-145781.00,43218.00,48002.00,-4784.00,,,-4784.00,55837.00,,51053.00,-4784.00,,0.00,51053.00,,0.00,-0.03,1150905,115,2,6220,岳豐
tpex,,,,,,1964949.00,1440402.00,,,524547.00,,,524547.00,286414.00,,238133.00,37682.00,275815.00,69994.00,205821.00,,,205821.00,-87869.00,,117952.00,205821.00,,0.00,117952.00,,0.00,1.22,1150905,115,2,6221,晉泰
tpex,,,,,,1351.00,1029.00,,,322.00,,,322.00,10535.00,,-10213.00,1288.00,-8925.00,11.00,-8936.00,,,-8936.00,-16039.00,,-24975.00,-8936.00,,0.00,-24975.00,,0.00,-0.10,1150905,115,2,6222,立軒
tpex,,,,,,9166454.00,3773524.00,,,5392930.00,,,5392930.00,2318069.00,,3074861.00,356410.00,3431271.00,674624.00,2756647.00,-5348.00,,2751299.00,280843.00,,3032142.00,2751299.00,,0.00,3032142.00,,0.00,28.08,1150905,115,2,6223,旺矽
tpex,,,,,,11834408.00,10687321.00,,,1147087.00,,,1147087.00,445724.00,,701363.00,-21183.00,680180.00,145094.00,535086.00,,,535086.00,4175.00,,539261.00,520305.00,,14781.00,524480.00,,14781.00,6.84,1150905,115,2,6227,茂綸
tpex,,,,,,23224.00,14717.00,,,8507.00,,,8507.00,18146.00,,-9639.00,2081.00,-7558.00,,-7558.00,,,-7558.00,167.00,,-7391.00,-7558.00,,,-7391.00,,,-0.29,1150905,115,2,6228,全譜
tpex,,,,,,1468606.00,1329953.00,,,138653.00,,,138653.00,119028.00,,19625.00,19015.00,38640.00,8359.00,30281.00,,,30281.00,12161.00,,42442.00,30281.00,,,42442.00,,,0.75,1150905,115,2,6229,研通
tpex,,,,,,903566.00,206084.00,,,697482.00,,,697482.00,490235.00,,207247.00,17179.00,224426.00,58813.00,165613.00,,,165613.00,9752.00,,175365.00,165613.00,,,175365.00,,,3.63,1150905,115,2,6231,系微
tpex,,,,,,194933.00,107432.00,,,87501.00,,,87501.00,97549.00,,-10048.00,28097.00,18049.00,33.00,18016.00,,,18016.00,185607.00,,203623.00,18016.00,,,203623.00,,,0.22,1150905,115,2,6233,旺玖
tpex,,,,,,276427.00,254237.00,,,22190.00,,,22190.00,26776.00,,-4586.00,48876.00,44290.00,11687.00,32603.00,,,32603.00,24283.00,,56886.00,32603.00,,,56886.00,,,0.32,1150905,115,2,6234,高僑
tpex,,,,,,16062.00,2701.00,,,13361.00,,,13361.00,14511.00,,-1150.00,1098.00,-52.00,0.00,-52.00,,,-52.00,991.00,,939.00,-52.00,,,939.00,,,0.00,1150905,115,2,6236,中湛
tpex,,,,,,290236.00,173675.00,,,116561.00,,,116561.00,153543.00,,-36982.00,2925.00,-34057.00,65.00,-34122.00,,,-34122.00,353.00,,-33769.00,-34122.00,,0.00,-33769.00,,0.00,-0.43,1150905,115,2,6237,驊訊
tpex,,,,,,24989.00,11801.00,,,13188.00,,,13188.00,12523.00,,665.00,-14122.00,-13457.00,-34.00,-13423.00,,,-13423.00,-51815.00,,-65238.00,-13423.00,,,-65238.00,,,-0.59,1150905,115,2,6240,松崗
tpex,,,,,,354557.00,295630.00,,,58927.00,,,58927.00,36274.00,,22653.00,-9207.00,13446.00,,13446.00,,,13446.00,,,13446.00,,,,,,,0.38,1150905,115,2,6241,鑫永洋
tpex,,,,,,283549.00,93630.00,,,189919.00,,,189919.00,150069.00,,39850.00,3501.00,43351.00,8152.00,35199.00,,,35199.00,30.00,,35229.00,35199.00,,,35229.00,,,1.11,1150905,115,2,6242,立康
tpex,,,,,,1672211.00,1343709.00,,,328502.00,,,328502.00,184785.00,,143717.00,50824.00,194541.00,16579.00,177962.00,,,177962.00,71343.00,,249305.00,176781.00,,1181.00,245075.00,,4230.00,0.46,1150905,115,2,6244,茂迪
tpex,,,,,,3468386.00,2416042.00,,,1052344.00,,,1052344.00,769536.00,,282808.00,41089.00,323897.00,58723.00,265174.00,,,265174.00,44458.00,,309632.00,265174.00,,,309632.00,,,1.81,1150905,115,2,6245,立端
tpex,,,,,,619323.00,562144.00,,,57179.00,,,57179.00,78757.00,,-21578.00,-15912.00,-37490.00,-2870.00,-34620.00,,,-34620.00,20260.00,,-14360.00,-34620.00,,,-14360.00,,,-0.91,1150905,115,2,6246,臺龍
tpex,,,,,,3110470.00,2904665.00,,,205805.00,,,205805.00,115669.00,,90136.00,-17990.00,72146.00,14856.00,57290.00,,,57290.00,-23932.00,,33358.00,57290.00,,,33358.00,,,0.59,1150905,115,2,6248,沛波
tpex,,,,,,365786.00,284146.00,,,81640.00,,,81640.00,60312.00,,21328.00,10414.00,31742.00,2504.00,29238.00,,,29238.00,5910.00,,35148.00,29132.00,,106.00,35042.00,,106.00,1.05,1150905,115,2,6259,百徽
tpex,,,,,,2139005.00,1493072.00,,,645933.00,,,645933.00,467121.00,37203.00,216015.00,71592.00,287607.00,20209.00,267398.00,,,267398.00,212880.00,,480278.00,283627.00,,-16229.00,489996.00,,-9718.00,2.21,1150905,115,2,6261,久元
tpex,,,,,,967490.00,502398.00,,,465092.00,,,465092.00,138562.00,,326530.00,18663.00,345193.00,61464.00,283729.00,,,283729.00,,,283729.00,283729.00,,0.00,283729.00,,0.00,4.54,1150905,115,2,6263,普萊德
tpex,,,,,,44155.00,24244.00,,,19911.00,,,19911.00,72117.00,,-52206.00,-29753.00,-81959.00,2428.00,-84387.00,,,-84387.00,,,-84387.00,-67901.00,,-16486.00,-67901.00,,-16486.00,-0.50,1150905,115,2,6264,富裔
tpex,,,,,,2425951.00,1543294.00,,,882657.00,,,882657.00,68413.00,,814244.00,108475.00,922719.00,161811.00,760908.00,,,760908.00,8670.00,,769578.00,760908.00,,,769578.00,,,6.44,1150905,115,2,6265,方土昶
tpex,,,,,,1550075.00,1287374.00,,,262701.00,,,262701.00,107111.00,,155590.00,17516.00,173106.00,31811.00,141295.00,,,141295.00,23524.00,,164819.00,141295.00,,,164819.00,,,0.92,1150905,115,2,6266,泰詠
tpex,,,,,,1675616.00,1525795.00,,,149821.00,,,149821.00,111085.00,,38736.00,6795.00,45531.00,4171.00,41360.00,,,41360.00,415469.00,,456829.00,41360.00,,,456829.00,,,0.57,1150905,115,2,6270,倍微
tpex,,,,,,24355008.00,17576879.00,,,6778129.00,,,6778129.00,1592657.00,,5185472.00,115316.00,5300788.00,1699074.00,3601714.00,,,3601714.00,459005.00,,4060719.00,3601714.00,,,4060719.00,,,12.40,1150905,115,2,6274,台燿
tpex,,,,,,2180819.00,1790459.00,,,390360.00,,,390360.00,312849.00,,77511.00,19018.00,96529.00,19484.00,77045.00,,,77045.00,18544.00,,95589.00,77635.00,,-590.00,96176.00,,-587.00,0.97,1150905,115,2,6275,元山
tpex,,,,,,399400.00,344265.00,,,55135.00,,,55135.00,144808.00,,-89673.00,-15596.00,-105269.00,0.00,-105269.00,,,-105269.00,508.00,,-104761.00,-105269.00,,,-104761.00,,0.00,-4.78,1150905,115,2,6276,安鈦克
tpex,,,,,,4869954.00,3537019.00,,,1332935.00,,,1332935.00,770995.00,,561940.00,97582.00,659522.00,132401.00,527121.00,,,527121.00,178506.00,,705627.00,523914.00,,3207.00,705299.00,,328.00,4.40,1150905,115,2,6279,胡連
tpex,,,,,,3566746.00,2898812.00,,,667934.00,,,667934.00,471470.00,,196464.00,32021.00,228485.00,98525.00,129960.00,,,129960.00,1142045.00,,1272005.00,134192.00,,-4232.00,1276237.00,,-4232.00,0.91,1150905,115,2,6284,佳邦
tpex,,,,,,5306328.00,3677135.00,,,1629193.00,,,1629193.00,824047.00,142211.00,947357.00,50954.00,998311.00,229973.00,768338.00,,,768338.00,101543.00,,869881.00,763089.00,,5249.00,856036.00,,13845.00,4.50,1150905,115,2,6290,良維
tpex,,,,,,1362697.00,837192.00,,,525505.00,,,525505.00,194438.00,,331067.00,4379.00,335446.00,68905.00,266541.00,,,266541.00,5824.00,,272365.00,266955.00,,-414.00,272088.00,,277.00,6.36,1150905,115,2,6291,沛亨
tpex,,,,,,595054.00,364219.00,,,230835.00,,,230835.00,150782.00,6184.00,86237.00,96573.00,182810.00,18959.00,163851.00,,,163851.00,3711.00,,167562.00,163851.00,,,167562.00,,,3.52,1150905,115,2,6292,迅德
tpex,,,,,,470773.00,281328.00,,,189445.00,,,189445.00,109997.00,,79448.00,-11520.00,67928.00,12547.00,55381.00,,,55381.00,,,55381.00,55381.00,,,55381.00,,,2.13,1150905,115,2,6294,智基
tpex,,,,,,1353626.00,898751.00,,,454875.00,,,454875.00,398034.00,,56841.00,181962.00,238803.00,40092.00,198711.00,,,198711.00,10675.00,,209386.00,223706.00,,-24995.00,233394.00,,-24008.00,2.30,1150905,115,2,6411,晶焱
tpex,,,,,,934153.00,610499.00,,,323654.00,,,323654.00,136062.00,,187592.00,7011.00,194603.00,41769.00,152834.00,,,152834.00,42.00,,152876.00,152834.00,,,152876.00,,,3.62,1150905,115,2,6417,韋僑
tpex,,,,,,436718.00,349999.00,,,86719.00,,,86719.00,67492.00,,19227.00,-8513.00,10714.00,2462.00,8252.00,,,8252.00,9670.00,,17922.00,8252.00,,,17922.00,,,0.24,1150905,115,2,6418,詠昇
tpex,,,,,,668291.00,515789.00,,,152502.00,,,152502.00,102481.00,,50021.00,226513.00,276534.00,20832.00,255702.00,,,255702.00,1870.00,,257572.00,255702.00,,0.00,257572.00,,0.00,19.43,1150905,115,2,6419,京晨科
tpex,,,,,,125179.00,1345.00,,,123834.00,,,123834.00,102447.00,,21387.00,356.00,21743.00,7012.00,14731.00,,,14731.00,,,14731.00,,,,,,,0.49,1150905,115,2,6423,億而得
tpex,,,,,,874207.00,597932.00,,,276275.00,,,276275.00,254543.00,,21732.00,14299.00,36031.00,1911.00,34120.00,,,34120.00,-3893.00,,30227.00,33664.00,,456.00,29771.00,,456.00,0.66,1150905,115,2,6425,易發
tpex,,,,,,615980.00,480609.00,,,135371.00,,,135371.00,114118.00,,21253.00,42317.00,63570.00,7961.00,55609.00,,,55609.00,22172.00,,77781.00,55609.00,,,77781.00,,,1.64,1150905,115,2,6432,今展科
tpex,,,,,,1898561.00,1379032.00,,,519529.00,,,519529.00,216163.00,,303366.00,27810.00,331176.00,56299.00,274877.00,,,274877.00,192293.00,,467170.00,,,,,,,7.35,1150905,115,2,6435,大中
tpex,,,,,,61350.00,133284.00,,,-71934.00,,,-71934.00,66207.00,,-138141.00,-3045.00,-141186.00,386.00,-141572.00,,,-141572.00,2.00,,-141570.00,-140328.00,,-1244.00,-140326.00,,-1244.00,-2.63,1150905,115,2,6441,廣錠
tpex,,,,,,36447.00,126177.00,,,-89730.00,,,-89730.00,114928.00,,-204658.00,-9901.00,-214559.00,0.00,-214559.00,,,-214559.00,,,-214559.00,,,,,,,-1.22,1150905,115,2,6461,益得
tpex,,,,,,3915190.00,2952794.00,,,962396.00,,,962396.00,1812111.00,,-849715.00,324034.00,-525681.00,-26291.00,-499390.00,,,-499390.00,107957.00,,-391433.00,-277857.00,,-221533.00,-169272.00,,-222161.00,-3.05,1150905,115,2,6462,神盾
tpex,,,,,,155686.00,31125.00,,,124561.00,,,124561.00,74568.00,,49993.00,37014.00,87007.00,2274.00,84733.00,,,84733.00,-130.00,,84603.00,84733.00,,,84603.00,,,1.80,1150905,115,2,6465,威潤
tpex,,,,,,9578011.00,6879891.00,,,2698120.00,,,2698120.00,2474009.00,,224111.00,37641.00,261752.00,39339.00,222413.00,,,222413.00,-12640.00,,209773.00,235569.00,,-13156.00,220811.00,,-11038.00,1.57,1150905,115,2,6469,大樹
tpex,,,,,,565325.00,470770.00,,,94555.00,,,94555.00,90855.00,,3700.00,26678.00,30378.00,-9709.00,40087.00,,,40087.00,2161.00,,42248.00,40087.00,,,42248.00,,,1.06,1150905,115,2,6470,宇智
tpex,,,,,,2172752.00,1708751.00,,,464001.00,,,464001.00,340752.00,,123249.00,7468.00,130717.00,23169.00,107548.00,,,107548.00,16001.00,,123549.00,107548.00,,,123549.00,,,2.05,1150905,115,2,6474,華豫寧
tpex,,,,,,188864.00,2502.00,,,186362.00,,,186362.00,165630.00,,20732.00,1200.00,21932.00,8329.00,13603.00,,,13603.00,-1524.00,,12079.00,13383.00,,220.00,11961.00,,118.00,0.47,1150905,115,2,6482,弘煜科
tpex,,,,,,633586.00,279104.00,,,354482.00,,,354482.00,404874.00,,-50392.00,16251.00,-34141.00,-1921.00,-32220.00,,,-32220.00,,,-32220.00,-32220.00,,,-32220.00,,,-0.70,1150905,115,2,6485,點序
tpex,,,,,,1036087.00,747521.00,,,288566.00,,,288566.00,229231.00,,59335.00,8902.00,68237.00,17503.00,50734.00,,,50734.00,399.00,,51133.00,53201.00,,-2467.00,53600.00,,-2467.00,1.05,1150905,115,2,6486,互動
tpex,,,,,,29199108.00,23145169.00,,,6053939.00,,,6053939.00,3155755.00,,2898184.00,4033444.00,6931628.00,1256685.00,5674943.00,,,5674943.00,475744.00,,6150687.00,5674905.00,,38.00,6150799.00,,-112.00,11.87,1150905,115,2,6488,環球晶
tpex,,,,,,480.00,210.00,,,270.00,,,270.00,153989.00,,-153719.00,4388.00,-149331.00,0.00,-149331.00,,,-149331.00,831.00,,-148500.00,-149331.00,,,-148500.00,,,-1.67,1150905,115,2,6492,生華科
tpex,,,,,,827370.00,587850.00,,,239520.00,,,239520.00,175400.00,,64120.00,12983.00,77103.00,14483.00,62620.00,,,62620.00,2294.00,,64914.00,62620.00,,,64914.00,,,1.98,1150905,115,2,6494,九齊
tpex,,,,,,450547.00,279093.00,,,171454.00,,,171454.00,286677.00,,-115223.00,6230.00,-108993.00,3210.00,-112203.00,,,-112203.00,-6880.00,,-119083.00,-112203.00,,,-119083.00,,,-2.41,1150905,115,2,6496,科懋
tpex,,,,,,723777.00,399429.00,,,324348.00,,,324348.00,113759.00,,210589.00,19300.00,229889.00,60023.00,169866.00,,,169866.00,26824.00,,196690.00,169866.00,,,196690.00,,,3.60,1150905,115,2,6498,久禾光
tpex,,,,,,220900.00,191630.00,,,29270.00,,,29270.00,300886.00,,-271616.00,-2253.00,-273869.00,23.00,-273892.00,,,-273892.00,4398.00,,-269494.00,-246623.00,,-27269.00,-242449.00,,-27045.00,-2.54,1150905,115,2,6499,益安
tpex,,,,,,1117038.00,889297.00,,,227741.00,,,227741.00,103545.00,,124196.00,45.00,124241.00,24843.00,99398.00,,,99398.00,0.00,,99398.00,77761.00,,21637.00,77761.00,,21637.00,0.94,1150905,115,2,6506,雙邦
tpex,,,,,,908396.00,678035.00,,,230361.00,,,230361.00,165036.00,2921.00,68246.00,28820.00,97066.00,21232.00,75834.00,,,75834.00,9218.00,,85052.00,75834.00,,,85052.00,,,0.88,1150905,115,2,6508,惠光
tpex,,,,,,2716632.00,1747789.00,,,968843.00,,,968843.00,387435.00,,581408.00,-9670.00,571738.00,147395.00,424343.00,,,424343.00,154488.00,,578831.00,424343.00,,,578831.00,,,2.16,1150905,115,2,6509,聚和
tpex,,,,,,2996984.00,1283359.00,,,1713625.00,,,1713625.00,746701.00,-9.00,966915.00,47239.00,1014154.00,182771.00,831383.00,,,831383.00,78981.00,,910364.00,835797.00,,-4414.00,914778.00,,-4414.00,25.45,1150905,115,2,6510,精測
tpex,,,,,,51384.00,39081.00,,,12303.00,,,12303.00,37648.00,,-25345.00,2426.00,-22919.00,31.00,-22950.00,,,-22950.00,,,-22950.00,-22950.00,,,-22950.00,,,-0.91,1150905,115,2,6512,啟發電
tpex,,,,,,325774.00,166834.00,,,158940.00,,,158940.00,105065.00,-13.00,53862.00,29608.00,83470.00,9853.00,73617.00,,,73617.00,-8936.00,,64681.00,,,,,,,1.32,1150905,115,2,6516,勤崴國際
tpex,,,,,,217657.00,139132.00,,,78525.00,,,78525.00,50918.00,,27607.00,14595.00,42202.00,8184.00,34018.00,,,34018.00,,,34018.00,34018.00,,,34018.00,,,1.11,1150905,115,2,6517,保勝光學
tpex,,,,,,479218.00,165690.00,,,313528.00,,,313528.00,197479.00,,116049.00,20678.00,136727.00,37495.00,99232.00,,,99232.00,,,99232.00,99232.00,,,99232.00,,,2.20,1150905,115,2,6523,達爾膚
tpex,,,,,,406087.00,243132.00,,,162955.00,,,162955.00,79371.00,,83584.00,2932.00,86516.00,10348.00,76168.00,,,76168.00,243.00,,76411.00,76168.00,,,76411.00,,,3.01,1150905,115,2,6527,明達醫
tpex,,,,,,186751.00,98479.00,,,88272.00,,,88272.00,37464.00,,50808.00,3446.00,54254.00,10778.00,43476.00,,,43476.00,,,43476.00,,,,,,,1.29,1150905,115,2,6530,創威
tpex,,,,,,362994.00,220044.00,,,142950.00,,,142950.00,51581.00,,91369.00,8358.00,99727.00,24409.00,75318.00,,,75318.00,-243.00,,75075.00,75318.00,,,75075.00,,,2.01,1150905,115,2,6532,瑞耘
tpex,,,,,,9612.00,6176.00,,,3436.00,,,3436.00,190957.00,,-187521.00,-96506.00,-284027.00,0.00,-284027.00,,,-284027.00,53.00,,-283974.00,-281619.00,,-2408.00,-281566.00,,-2408.00,-1.70,1150905,115,2,6535,順藥
tpex,,,,,,692622.00,415775.00,,,276847.00,,,276847.00,180933.00,,95914.00,11515.00,107429.00,29842.00,77587.00,,,77587.00,35481.00,,113068.00,77587.00,,,113068.00,,,2.10,1150905,115,2,6538,倉和
tpex,,,,,,507915.00,102382.00,,,405533.00,,,405533.00,400159.00,,5374.00,16017.00,21391.00,9617.00,11774.00,,,11774.00,2069.00,,13843.00,11754.00,,20.00,13719.00,,124.00,0.28,1150905,115,2,6542,隆中
tpex,,,,,,1097157.00,793086.00,,,304071.00,,,304071.00,167271.00,,136800.00,30591.00,167391.00,27678.00,139713.00,,,139713.00,101168.00,,240881.00,137875.00,,1838.00,239043.00,,1838.00,2.06,1150905,115,2,6546,正基
tpex,,,,,,220979.00,47994.00,,,172985.00,,,172985.00,183515.00,0.00,-10530.00,4541.00,-5989.00,0.00,-5989.00,,,-5989.00,-20419.00,,-26408.00,-5989.00,,,-26408.00,,,-0.02,1150905,115,2,6547,高端疫苗
tpex,,,,,,7986931.00,6209360.00,,,1777571.00,,,1777571.00,633513.00,,1144058.00,293428.00,1437486.00,278160.00,1159326.00,,,1159326.00,1679891.00,,2839217.00,1124631.00,,34695.00,2734354.00,,104863.00,1.22,1150905,115,2,6548,長科*
tpex,,,,,,756040.00,500482.00,,,255558.00,,,255558.00,111426.00,,144132.00,6771.00,150903.00,30751.00,120152.00,,,120152.00,455.00,,120607.00,115574.00,,4578.00,115759.00,,4848.00,4.02,1150905,115,2,6556,勝品
tpex,,,,,,136888.00,88806.00,,,48082.00,,,48082.00,47543.00,,539.00,14537.00,15076.00,3092.00,11984.00,,,11984.00,,,11984.00,,,,,,,0.37,1150905,115,2,6560,欣普羅
tpex,,,,,,2025956.00,1042389.00,,,983567.00,,,983567.00,229767.00,422.00,754222.00,-16018.00,738204.00,151278.00,586926.00,,,586926.00,490.00,,587416.00,585273.00,,1653.00,585419.00,,1997.00,7.57,1150905,115,2,6561,是方
tpex,,,,,,658711.00,411055.00,,,247656.00,617.00,,247039.00,158836.00,,88203.00,9370.00,97573.00,21723.00,75850.00,,,75850.00,671.00,,76521.00,75850.00,,,76521.00,,,2.48,1150905,115,2,6568,宏觀
