vid,型態,族,H,d,名稱方向,原始,合併後,合併掉,剔除_硬斷點,剔除_T+1停牌,剔除_T+1開盤漲停,剔除_T+1開盤跌停,保留,身分,n_eff上限,n,dX̄,中位,勝率,最差,p10,p90,se,lo,hi,群數,分群單位,bonf_lo,bonf_hi,bonf不含0,se_非重疊,lo_非重疊,hi_非重疊,非重疊區段數,n_eff,出口,結果,配對剔除數,對照數_中位,對照數_最小,X̄（未乘d）,R̄,對照R̄,只配r10_對照數_中位,配對剔除明細,未配對_dXu_n,未配對_dXu_平均,未配對_dXu_lo,未配對_dXu_hi,未配對_dXu_標籤,只配r10_dX_n,只配r10_dX_平均,只配r10_dX_lo,只配r10_dX_hi,只配r10_dX_標籤,上市_n,上市_平均,上市_lo,上市_hi,上市_標籤,上櫃_n,上櫃_平均,上櫃_lo,上櫃_hi,上櫃_標籤,假訊號_新預設_x2,假訊號_新預設_x3,假訊號_新預設_平均dX,假訊號_新預設_帳,假訊號_不排除_x2,假訊號_不排除_x3,假訊號_不排除_平均dX,假訊號_不排除_帳,120日區段數,註,句子
K20,紅三兵,K,120,1,1.0,303,286,17,19,4,3,0,260,H120 描述,,259.0,-0.0065290061515551855,-0.06387897998461456,0.3359073359073359,-0.648425369305087,-0.28405438662148547,0.2656297726257016,,,,,,,,,,,,,,,H120描述,1.0,15.0,1.0,-0.0065290061515551855,0.06134120166098707,0.06787020781254226,160.0,"{""配對格無對照股"": 1}",259.0,-0.015674800295817935,,,,260.0,-0.009983050907464153,,,,135.0,-0.032924031885086594,,,,124.0,0.022207513800273356,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,紅三兵（H120）：依構造不可判定（只描述：d×X̄ -0.65%、中位 -6.39%）
K21,On Neck,K,20,-1,-1.0,4210,4074,136,18,46,2,1,4007,判定格,113.0,4004.0,0.00199326150927022,0.007286361921598322,0.5616883116883117,-0.8179518874806936,-0.08644893639313565,0.08762582386104056,0.0016366018153014014,-0.001214478048720527,0.005201001067260966,113.0,曆月,-0.003956094095114991,0.00794261711365543,False,0.0017920420400766397,-0.0015191408892799938,0.0055056639078204335,115.0,113.0,出口③,結果①,3.0,17.0,1.0,-0.00199326150927022,0.0024896325198800065,0.004482894029150227,166.0,"{""配對格無對照股"": 3}",4004.0,0.0055400564181385045,0.0022375764054295027,0.008842536430847507,結果②,4007.0,0.0030318689803357246,6.857382478274833e-05,0.0059951641358887,結果②,2140.0,0.0013575354216239833,-0.0028700750798173217,0.005585145923065288,結果①,1864.0,0.0027231187128984083,-0.0022251046760346587,0.007671342101831475,結果①,2.0,0.0,0.0008381156655316825,"{""抽出"": 120210, ""剔除"": 2027, ""配對格無對照股"": 127, ""可抽日不足"": 0, ""錨點不可算"": 0}",2.0,0.0,0.0003822091841646642,"{""抽出"": 120210, ""剔除"": 1992, ""配對格無對照股"": 92, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,On Neck之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.20%，95% CI -0.12% ～ +0.52%）
K21,On Neck,K,60,-1,-1.0,4148,4013,135,42,41,2,1,3927,判定格,38.0,3924.0,0.006831934789325517,0.022161991975485643,0.5876656472986749,-2.5229183836887756,-0.15118132049739594,0.17682116301183887,0.0030526988065419777,0.0008486451285032405,0.012815224450147794,38.0,60日區段,-0.004265199885339295,0.017929069463990328,False,0.003175831874086207,0.0006073043161165508,0.013056565262534483,38.0,38.0,出口②,結果②,3.0,17.0,1.0,-0.006831934789325517,0.023485904955877827,0.030317839745203343,164.0,"{""配對格無對照股"": 3}",3924.0,0.014808006932996045,0.007496617486668025,0.022119396379324065,結果②,3927.0,0.008511714313750642,0.0027133781316655368,0.014310050495835747,結果②,2097.0,0.010112250820483733,0.0032663857001064434,0.016958115940861024,結果②,1827.0,0.003066842990015838,-0.009168869115431062,0.015302555095462739,結果①,5.0,0.0,0.0030529864390706585,"{""抽出"": 117810, ""剔除"": 2731, ""配對格無對照股"": 112, ""可抽日不足"": 0, ""錨點不可算"": 0}",3.0,0.0,0.002584910064135167,"{""抽出"": 117810, ""剔除"": 2628, ""配對格無對照股"": 104, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,⚠ 隨機挑日子也有 5／30 次同樣過關。樣本中等（n_eff＝38，介於 30 與 100 之間）：On Neck之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 0.68%（95% CI +0.08% ～ +1.28%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）；照名稱方向讀：名稱方向（看跌）多走 +0.68%
K21,On Neck,K,120,-1,-1.0,4040,3907,133,95,37,2,1,3772,H120 描述,,3769.0,0.011196125163698892,0.04642319069330329,0.5998938710533298,-3.8627435282475844,-0.24682963546836617,0.26465556303268295,,,,,,,,,,,,,,,H120描述,3.0,17.0,1.0,-0.011196125163698892,0.054450056613014886,0.06564618177671377,162.0,"{""配對格無對照股"": 3}",3769.0,0.0241688448616224,,,,3772.0,0.015403271185122584,,,,2022.0,0.018086815390354685,,,,1747.0,0.00322075273193128,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,On Neck（H120）：依構造不可判定（只描述：d×X̄ +1.12%、中位 +4.64%）
K22,力車夫,K,20,續,,7373,7018,355,24,33,12,6,6943,判定格,113.0,6943.0,0.0014327645455369656,-0.004384197172022798,0.4745787123721734,-0.6574302530209243,-0.11739163977514784,0.10938972584412722,0.0013674666061742468,-0.0012474700025645578,0.004112999093638489,113.0,曆月,-0.0035382339228681985,0.00640376301394213,False,0.0013591484998373505,-0.0012311665141442414,0.0040966956052181725,115.0,113.0,出口③,結果①,0.0,17.0,1.0,-0.0017476944801752652,0.009374737778909558,0.011122432259084823,168.0,{},6943.0,0.005206219868444097,0.0022673516993801106,0.008145088037508083,結果②,6943.0,0.0024883261887533427,-0.00023203532515743983,0.005208687702664125,結果①,3626.0,0.0008202738654133739,-0.0032271752376071988,0.004867722968433946,結果①,3317.0,0.002102312693299445,-0.0017001496662263746,0.005904775052825264,結果①,0.0,1.0,3.8628758606112054e-05,"{""抽出"": 208290, ""剔除"": 3311, ""配對格無對照股"": 9, ""可抽日不足"": 0, ""錨點不可算"": 0}",1.0,1.0,2.2223222695996413e-05,"{""抽出"": 208290, ""剔除"": 3182, ""配對格無對照股"": 16, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,力車夫之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.14%，95% CI -0.12% ～ +0.41%）
K22,力車夫,K,60,續,,7264,6916,348,63,31,12,6,6804,判定格,38.0,6804.0,0.003719702436114544,-0.010230582686649139,0.4697236919459142,-2.149618970524713,-0.20661436282660464,0.19861558706965293,0.0023890473681447873,-0.0009628304054492389,0.008402235277678326,38.0,60日區段,-0.004964934361869433,0.01240433923409852,False,0.0025012525209831345,-0.0011827525050123995,0.008622157377241486,38.0,38.0,出口②,結果①,0.0,17.0,1.0,-0.0004619497776907314,0.03938762021695045,0.03984956999464118,167.0,{},6804.0,0.012388232110002033,0.007227855963037493,0.017548608256966573,結果②,6804.0,0.005219380229967823,0.0006048582386031821,0.009833902221332463,結果②,3551.0,-0.0009391698841411881,-0.008581524243987521,0.006703184475705145,結果①,3253.0,0.008805363551770279,0.0002136982518581767,0.01739702885168238,結果②,2.0,0.0,0.00025702235602915427,"{""抽出"": 204120, ""剔除"": 4571, ""配對格無對照股"": 12, ""可抽日不足"": 0, ""錨點不可算"": 0}",4.0,3.0,0.000226941929094889,"{""抽出"": 204120, ""剔除"": 4423, ""配對格無對照股"": 13, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：力車夫之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.37%，95% CI -0.10% ～ +0.84%）
K22,力車夫,K,120,續,,7026,6686,340,134,29,10,6,6507,H120 描述,,6507.0,0.004711390802542654,-0.013859461929185912,0.4724143230367297,-3.9803450006820507,-0.3106566715574022,0.3048170971865034,,,,,,,,,,,,,,,H120描述,0.0,17.0,1.0,-5.8112260143630726e-05,0.07996545990121151,0.08002357216135515,165.0,{},6507.0,0.017027212603314003,,,,6507.0,0.005536687628136491,,,,3402.0,-0.0013722504330832162,,,,3105.0,0.011376945547663171,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,力車夫（H120）：依構造不可判定（只描述：d×X̄ +0.47%、中位 -1.39%）
K23,多頭分離線,K,20,1,1.0,971,947,24,3,3,9,0,932,判定格,112.0,932.0,0.0013867110634903901,-0.009297842499691752,0.4302575107296137,-0.40118657851273964,-0.09680570521032933,0.10495528914852481,0.0031746572085604445,-0.004835617065288081,0.007609039192268862,112.0,曆月,-0.010153765354881827,0.012927187481862609,False,0.0042036429059351685,-0.006852429032142539,0.00962585115912332,114.0,112.0,出口③,結果①,0.0,17.0,1.0,0.0013867110634903901,0.014974737819122081,0.01358802675563169,167.0,{},932.0,0.006064250275347285,1.0233706750745718e-05,0.012118266843943824,結果②,932.0,0.0031782916108687737,-0.002788619874448249,0.009145203096185796,結果①,546.0,-0.0010106624397416563,-0.009326496179888325,0.007305171300405012,結果①,386.0,0.004777814516248672,-0.006767881629640548,0.016323510662137893,結果①,0.0,1.0,0.0011175837119079125,"{""抽出"": 27960, ""剔除"": 313, ""配對格無對照股"": 25, ""可抽日不足"": 0, ""錨點不可算"": 0}",1.0,0.0,7.250364144381731e-05,"{""抽出"": 27960, ""剔除"": 334, ""配對格無對照股"": 27, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,多頭分離線之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.14%，95% CI -0.48% ～ +0.76%）
K23,多頭分離線,K,60,1,1.0,963,939,24,10,3,9,0,917,判定格,38.0,917.0,0.0017545703966039936,-0.014638547580751261,0.4362050163576881,-0.8839279529723295,-0.180115114203973,0.18848208273704498,0.005643576515393567,-0.0093068395735674,0.012815980366775385,38.0,60日區段,-0.018760892348651536,0.022270033141859522,False,0.007030581619247147,-0.012025369577120415,0.015534510370328401,38.0,38.0,出口②,結果①,0.0,17.0,1.0,0.0017545703966039936,0.043388035063157394,0.0416334646665534,165.0,{},917.0,0.011828742653710492,0.0010935828325152643,0.02256390247490572,結果②,917.0,0.005736845010956154,-0.004596301901411296,0.016069991923323604,結果①,537.0,-0.004084110065619431,-0.018506305488823774,0.010338085357584913,結果①,380.0,0.010005547786640787,-0.007800091850781055,0.02781118742406263,結果①,0.0,0.0,-0.0007994004254393695,"{""抽出"": 27510, ""剔除"": 467, ""配對格無對照股"": 32, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,3.0,-0.00292919457767719,"{""抽出"": 27510, ""剔除"": 420, ""配對格無對照股"": 20, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：多頭分離線之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.18%，95% CI -0.93% ～ +1.28%）
K23,多頭分離線,K,120,1,1.0,947,923,24,19,3,7,0,894,H120 描述,,894.0,0.002859551321538496,-0.03104505127137447,0.42058165548098436,-0.951893045203044,-0.2595169360680374,0.2746274703690188,,,,,,,,,,,,,,,H120描述,0.0,17.0,1.0,0.002859551321538496,0.0868442830862728,0.08398473176473434,164.0,{},894.0,0.01830018994332965,,,,894.0,0.009573463152307447,,,,526.0,-0.0018979878442391574,,,,368.0,0.009659729585666337,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,多頭分離線（H120）：依構造不可判定（只描述：d×X̄ +0.29%、中位 -3.10%）
K24,長腳十字,K,20,續,,16932,15354,1578,44,63,20,13,15214,判定格,113.0,15214.0,-0.0007289572172242074,-0.0045093160283634064,0.47318259497830945,-1.0710268653073889,-0.1151592453066732,0.10628353270936754,0.0010312264151426762,-0.0027501609909038527,0.0012922465564554377,113.0,曆月,-0.004477659311379764,0.0030197448769313496,False,0.0010287336085327851,-0.0027452750899484664,0.0012873606555000514,115.0,113.0,出口③,結果①,0.0,17.0,1.0,-0.002258110728402842,0.008831497271265818,0.011089607999668658,167.0,{},15214.0,0.0033130207915529346,0.001086655550734604,0.005539386032371266,結果②,15214.0,0.00040279211114269836,-0.0015508509023178913,0.002356435124603288,結果①,7989.0,-0.0013190352394468622,-0.0038705284288321094,0.001232457949938385,結果①,7225.0,-7.648201728831931e-05,-0.0031317502871734786,0.00297878625259684,結果①,1.0,0.0,9.914031045964236e-05,"{""抽出"": 456420, ""剔除"": 7001, ""配對格無對照股"": 24, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,0.0,4.350149037492331e-05,"{""抽出"": 456420, ""剔除"": 6849, ""配對格無對照股"": 24, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,長腳十字之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.07%，95% CI -0.28% ～ +0.13%）
K24,長腳十字,K,60,續,,16648,15102,1546,141,58,20,12,14871,判定格,38.0,14871.0,0.0005967654576186641,-0.009700843545949134,0.47125277385515435,-3.379299459393463,-0.2067418117850437,0.19363053992302975,0.001838988117742548,-0.00300765125315673,0.004201182168394059,38.0,60日區段,-0.006088302444908713,0.007281833360146041,False,0.0018654295649342444,-0.003059476489652455,0.004253007404889783,38.0,38.0,出口②,結果①,0.0,17.0,1.0,-0.002179233447237227,0.037606215940330624,0.03978544938756785,166.0,{},14871.0,0.010036460329526885,0.005862795115530622,0.014210125543523149,結果②,14871.0,0.0023389489461954982,-0.0011990570844534428,0.005876954976844439,結果①,7823.0,-0.002654355299338299,-0.007838904148397826,0.0025301935497212273,結果①,7048.0,0.004205380338673478,-0.001764737849363522,0.010175498526710479,結果①,2.0,1.0,2.153712001138231e-05,"{""抽出"": 446130, ""剔除"": 9735, ""配對格無對照股"": 24, ""可抽日不足"": 0, ""錨點不可算"": 0}",1.0,2.0,-0.00047480564672783125,"{""抽出"": 446130, ""剔除"": 9363, ""配對格無對照股"": 30, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：長腳十字之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.06%，95% CI -0.30% ～ +0.42%）
K24,長腳十字,K,120,續,,16129,14630,1499,294,51,16,10,14259,H120 描述,,14258.0,0.0017425622669659936,-0.012718988107524712,0.47215598260625613,-3.9803450006820507,-0.30273448332453035,0.29355955314353055,,,,,,,,,,,,,,,H120描述,1.0,17.0,1.0,-0.005842132478782863,0.07505602766566306,0.08089816014444592,164.0,"{""配對格無對照股"": 1}",14258.0,0.015279500311479736,,,,14259.0,0.003262421324166175,,,,7504.0,-0.00406042003242398,,,,6754.0,0.008189938514319026,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,長腳十字（H120）：依構造不可判定（只描述：d×X̄ +0.17%、中位 -1.27%）
K25,多頭母子線,K,20,1,1.0,49072,38158,10914,87,166,31,29,37845,判定格,113.0,37782.0,0.0007891355733431719,-0.008624836068765455,0.4435974802816156,-0.6706517508016651,-0.09559883302035126,0.1002555909565204,0.000665717931929779,-0.000515671573239195,0.002093942719925539,113.0,曆月,-0.0016308743962393,0.0032091455429256437,False,0.0007111895961715222,-0.0006047960351530116,0.0021830671818393555,115.0,113.0,出口③,結果①,63.0,15.0,1.0,0.0007891355733431719,0.008791376319372412,0.008002240746029239,157.0,"{""配對格無對照股"": 63}",37782.0,-0.002307730304602586,-0.0036428302435289215,-0.0009726303656762501,結果③,37845.0,0.00029917719996554344,-0.0009085482983198413,0.001506902698250928,結果①,21482.0,0.0007800303462307438,-0.0006249095433747044,0.0021849702358361918,結果①,16300.0,0.0008011354806333054,-0.001449837698727759,0.00305210865999437,結果①,0.0,1.0,4.90894321120236e-05,"{""抽出"": 1135350, ""剔除"": 14729, ""配對格無對照股"": 1064, ""可抽日不足"": 0, ""錨點不可算"": 0}",1.0,0.0,6.193790252691789e-05,"{""抽出"": 1135350, ""剔除"": 13796, ""配對格無對照股"": 1040, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,多頭母子線之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.08%，95% CI -0.05% ～ +0.21%）
K25,多頭母子線,K,60,1,1.0,48163,37433,10730,314,154,29,29,36907,判定格,38.0,36846.0,0.002519607645841595,-0.0227429644824107,0.42159257449926724,-1.2073696268698983,-0.18309754850984003,0.19198184662996198,0.001478668897634767,-0.0003785833935225479,0.005417798685205738,38.0,60日區段,-0.002855632080110558,0.007894847371793749,False,0.0014717122983859674,-0.00036494845899490104,0.005404163750678091,38.0,38.0,出口②,結果①,61.0,15.0,1.0,0.002519607645841595,0.03634786646603377,0.03382825882019217,156.0,"{""配對格無對照股"": 61}",36846.0,-0.005643550819130306,-0.008137108562297952,-0.0031499930759626604,結果③,36907.0,0.000566485062982705,-0.0014974773348556938,0.0026304474608211037,結果①,20974.0,0.001099042767975012,-0.0023815294988197523,0.004579615034769776,結果①,15872.0,0.0043968082348268345,8.390522393533859e-05,0.00870971124571833,結果②,2.0,0.0,0.0015684317074327286,"{""抽出"": 1107210, ""剔除"": 21972, ""配對格無對照股"": 1037, ""可抽日不足"": 0, ""錨點不可算"": 0}",4.0,0.0,0.0008207376436656659,"{""抽出"": 1107210, ""剔除"": 19498, ""配對格無對照股"": 1036, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：多頭母子線之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.25%，95% CI -0.04% ～ +0.54%）
K25,多頭母子線,K,120,1,1.0,46664,36261,10403,641,136,25,28,35431,H120 描述,,35370.0,0.003715541406371395,-0.04298860166586981,0.40785976816511166,-2.444425877909024,-0.28443768592628943,0.2942094865519437,,,,,,,,,,,,,,,H120描述,61.0,15.0,1.0,0.003715541406371395,0.0746109717976086,0.07089543039123719,153.0,"{""配對格無對照股"": 61}",35370.0,-0.008962282133613544,,,,35431.0,0.0016146239452932648,,,,20146.0,-0.00042459388251936273,,,,15224.0,0.009194204407553292,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,多頭母子線（H120）：依構造不可判定（只描述：d×X̄ +0.37%、中位 -4.30%）
K26,空頭分離線,K,20,-1,-1.0,636,629,7,8,5,1,0,615,判定格,110.0,615.0,0.002091463819696471,0.003957305522614511,0.5349593495934959,-0.42315325017478933,-0.06612946955809339,0.07398932708292719,0.0027370548714235983,-0.0032731637282937816,0.007456091367686723,110.0,曆月,-0.007858245747144605,0.012041173386537546,False,0.003444417525602183,-0.0046595945304838075,0.008842522169876748,109.0,110.0,出口③,結果①,0.0,17.0,1.0,-0.002091463819696471,0.00684863161598999,0.008940095435686461,165.0,{},615.0,0.007509318727370074,0.001883004289838325,0.013135633164901822,結果②,615.0,0.004206392098222497,-0.000714225111539628,0.009127009307984622,結果①,352.0,0.003574510544875351,-0.002287831646860452,0.009436852736611153,結果①,263.0,0.00010654957154831273,-0.009147445882496587,0.009360545025593213,結果①,1.0,0.0,0.0021071817759402106,"{""抽出"": 18450, ""剔除"": 384, ""配對格無對照股"": 17, ""可抽日不足"": 0, ""錨點不可算"": 0}",6.0,0.0,0.0010738974712965754,"{""抽出"": 18450, ""剔除"": 362, ""配對格無對照股"": 25, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,空頭分離線之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.21%，95% CI -0.33% ～ +0.75%）
K26,空頭分離線,K,60,-1,-1.0,629,622,7,11,5,1,0,605,判定格,38.0,605.0,0.017680425516628163,0.01748178748793499,0.5834710743801653,-0.8319640361673284,-0.09330805241774989,0.14480775494259374,0.005934557011576106,0.006048693773938995,0.02931215725931733,38.0,60日區段,-0.0038928060943007603,0.03925365712755709,False,0.006949923794286537,0.004058574879826551,0.03130227615342977,38.0,38.0,出口②,結果②,0.0,17.0,1.0,-0.017680425516628163,0.010564260584699404,0.028244686101327562,164.0,{},605.0,0.027699587969198754,0.012534827305599723,0.04286434863279778,結果②,605.0,0.020997007867918808,0.009095977636386494,0.03289803809945112,結果②,349.0,0.018021275759799314,0.007323572741404926,0.028718978778193703,結果②,256.0,0.017215750771054993,-0.004110097061127041,0.038541598603237026,結果①,9.0,0.0,0.007173040229855207,"{""抽出"": 18150, ""剔除"": 465, ""配對格無對照股"": 21, ""可抽日不足"": 0, ""錨點不可算"": 0}",7.0,0.0,0.007242944153306842,"{""抽出"": 18150, ""剔除"": 472, ""配對格無對照股"": 16, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,⚠ 隨機挑日子也有 9／30 次同樣過關。樣本中等（n_eff＝38，介於 30 與 100 之間）：空頭分離線之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 1.77%（95% CI +0.60% ～ +2.93%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）；照名稱方向讀：名稱方向（看跌）多走 +1.77%
K26,空頭分離線,K,120,-1,-1.0,611,604,7,19,5,1,0,579,H120 描述,,579.0,0.02874038073211616,0.046221336770557175,0.6424870466321243,-0.9255088482778688,-0.19319959531243205,0.2416302443057152,,,,,,,,,,,,,,,H120描述,0.0,17.0,1.0,-0.02874038073211616,0.03308622346560679,0.061826604197722956,162.0,{},579.0,0.045458447014615704,,,,579.0,0.03606394531376247,,,,339.0,0.03785988626173269,,,,240.0,0.01585907917153281,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,空頭分離線（H120）：依構造不可判定（只描述：d×X̄ +2.87%、中位 +4.62%）
K27,收盤黑色光頭光腳,K,20,續,,84344,57196,27148,164,183,163,106,56580,判定格,113.0,56561.0,-0.0009211608849318203,-0.003654382780498608,0.47751984583016566,-1.983659982517721,-0.10974031502601217,0.10657527657422097,0.0005716743237721409,-0.0020416425595252163,0.00019932078966157583,113.0,曆月,-0.002999304640009201,0.0011569828701455602,False,0.0005294918843413177,-0.001958964978240803,0.00011664320837716246,115.0,113.0,出口③,結果①,19.0,17.0,1.0,0.0004766797774904065,0.010673088432325074,0.010196408654834668,161.0,"{""配對格無對照股"": 19}",56561.0,0.00047034811108158706,-0.0010140040617370573,0.0019547002839002316,結果①,56580.0,-0.002167842897180716,-0.00332543240126692,-0.0010102533930945123,結果③,32716.0,-0.001032415975129052,-0.002390218599744739,0.00032538664948663504,結果①,23845.0,-0.0007685158217784282,-0.002598179939923764,0.0010611482963669076,結果①,5.0,0.0,0.00043863004770709074,"{""抽出"": 1697400, ""剔除"": 21303, ""配對格無對照股"": 150, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,0.0,-0.0001305578571699089,"{""抽出"": 1697400, ""剔除"": 19563, ""配對格無對照股"": 137, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,收盤黑色光頭光腳之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.09%，95% CI -0.20% ～ +0.02%）
K27,收盤黑色光頭光腳,K,60,續,,82952,56214,26738,491,161,161,99,55302,判定格,38.0,55283.0,-0.0009020850139693454,-0.007317383615210123,0.4779226887108153,-3.875365391854503,-0.20361601937942703,0.19896753228424352,0.0011436636266073086,-0.00314366572211967,0.0013394956941809794,38.0,60日區段,-0.005059517532296749,0.0032553475043580584,False,0.0011298210029140087,-0.003116534179680802,0.0013123641517421116,38.0,38.0,出口②,結果①,19.0,17.0,1.0,-0.0002597335385635131,0.03931366168324476,0.039573395221808264,160.0,"{""配對格無對照股"": 19}",55283.0,0.0036925151642763126,0.000722383314511371,0.006662647014041254,結果②,55302.0,-0.002942166670807504,-0.005126158840286118,-0.0007581745013288902,結果③,32043.0,-0.0008131764001574614,-0.0036171118937236495,0.0019907590934087264,結果①,23240.0,-0.0010246710170835527,-0.004980431505312101,0.002931089471144995,結果①,2.0,0.0,0.0008358651543536592,"{""抽出"": 1659060, ""剔除"": 31967, ""配對格無對照股"": 147, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,3.0,-8.333193167202746e-05,"{""抽出"": 1659060, ""剔除"": 27388, ""配對格無對照股"": 147, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：收盤黑色光頭光腳之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.09%，95% CI -0.31% ～ +0.13%）
K27,收盤黑色光頭光腳,K,120,續,,80784,54664,26120,956,148,155,93,53312,H120 描述,,53293.0,8.835092549214305e-05,-0.009782792549836078,0.480813615296568,-8.089884140452918,-0.3094947221511136,0.3080315660185596,,,,,,,,,,,,,,,H120描述,19.0,16.0,1.0,8.138363089833228e-05,0.07786400124006408,0.07778261760916574,158.0,"{""配對格無對照股"": 19}",53293.0,0.007763087109700214,,,,53312.0,-0.003184019673814555,,,,30932.0,0.001438312133197651,,,,22361.0,-0.0017790521457813609,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,收盤黑色光頭光腳（H120）：依構造不可判定（只描述：d×X̄ +0.01%、中位 -0.98%）
K28,平頭底部,K,20,-1,1.0,316840,102654,214186,528,973,81,96,100976,判定格,113.0,100804.0,-0.0004460291189115713,0.008311791315266697,0.5578746875124003,-2.3195561321796174,-0.09376651120201966,0.0929583295819814,0.0003072563708717205,-0.0010482516058201434,0.00015619336799700087,113.0,曆月,-0.0015629638521729328,0.0006709056143497903,False,0.0003013675472372434,-0.0010367095114965684,0.00014465127367342575,115.0,113.0,出口③,結果①,172.0,13.0,1.0,0.0004460291189115713,0.007123953006610228,0.0066779238876986564,136.0,"{""配對格無對照股"": 172}",100804.0,0.0020331326627652316,0.000949912468173848,0.003116352857356615,結果②,100973.0,-0.00030528044835150165,-0.0010991573152347811,0.0004885964185317778,結果①,56232.0,0.00020954641020169422,-0.0007390157868139788,0.0011581086072173672,結果①,44572.0,-0.0012731026887109328,-0.0023893843613668813,-0.0001568210160549843,結果③,7.0,0.0,0.0006002195404684649,"{""抽出"": 3028740, ""剔除"": 65123, ""配對格無對照股"": 4334, ""可抽日不足"": 540, ""錨點不可算"": 0}",7.0,0.0,0.00040395489388777087,"{""抽出"": 3029280, ""剔除"": 46987, ""配對格無對照股"": 4117, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,平頭底部之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.04%，95% CI -0.10% ～ +0.02%）
