stock_id,roc_year,volume,amount,transactions,high,high_date,low,low_date,avg_close,asof
1310,100,771999164,9509508899,203594,16.25,1/04,6.33,11/24,11.12,20260909
1310,101,675990935,5571288914,172133,10.90,10/08,6.14,6/04,7.66,20260909
1310,102,1614273928,27851867684,442304,24.50,10/08,6.13,1/16,15.39,20260909
1310,103,1207324550,21702253414,381111,25.10,1/09,11.55,10/16,16.49,20260909
1310,104,873896485,12898303655,240617,17.45,12/30,10.75,8/25,14.33,20260909
1310,105,1435240324,25990553386,410081,22.05,12/07,14.45,5/13,17.13,20260909
1310,106,1715535730,38537931245,539602,25.45,3/23,19.10,8/18,21.88,20260909
1310,107,1310136839,30640838399,440674,28.50,12/07,19.45,2/09,22.72,20260909
1310,108,469463745,10988457234,206787,25.50,4/24,20.55,12/17,23.26,20260909
1310,109,755222387,13052997330,281859,21.45,1/06,12.15,3/19,16.71,20260909
1310,110,1386955740,28419526441,530561,24.95,7/02,16.00,2/01,19.17,20260909
1310,111,182785792,2826342983,125866,17.95,3/03,12.10,10/21,15.01,20260909
1310,112,446099567,7374006487,217257,18.20,4/25,13.25,1/03,15.53,20260909
1310,113,215302167,2826169853,178913,15.65,1/02,9.40,12/31,13.03,20260909
1310,114,258180300,2349938416,157058,10.90,3/10,7.42,4/09,9.04,20260909
1310,80,734356096,28171372111,263787,49.50,4/13,27.50,12/13,36.65,20260909
1310,81,433579537,11795352214,119071,35.00,6/17,14.80,12/29,25.41,20260909
1310,82,1526596187,37679134549,286044,35.70,12/31,13.80,1/08,21.99,20260909
1310,83,3664612941,239499193759,757566,129.00,8/18,30.50,1/19,70.92,20260909
1310,84,2700316958,162193912885,627719,123.00,4/07,37.80,8/28,69.28,20260909
1310,85,1676401866,68215955193,400000,52.50,4/08,31.50,12/12,38.54,20260909
1310,86,2181473731,75483730252,478247,41.70,3/21,20.60,10/17,31.41,20260909
1310,87,3994548825,115505247745,742798,40.10,4/09,17.00,9/03,27.67,20260909
1310,88,5969373635,224825000000,1273791,54.00,10/14,20.80,2/06,35.01,20260909
1310,89,3262099097,132761313842,832222,63.50,1/28,16.70,11/08,36.45,20260909
1310,90,2443572741,49711186873,562077,31.00,1/29,9.80,7/25,17.50,20260909
1310,91,6127945666,179390565128,1259362,41.90,4/03,16.30,1/02,27.96,20260909
1310,92,4231932737,134566756500,968090,42.60,1/16,21.00,5/05,30.65,20260909
1310,93,2488231380,70510113814,588261,37.20,1/07,21.00,5/18,26.49,20260909
1310,94,773529457,14636228300,207825,25.20,1/03,14.00,10/20,17.95,20260909
1310,95,967262101,13966677409,236106,17.65,1/10,11.85,6/12,13.90,20260909
1310,96,1473381740,23920761185,320686,19.45,7/16,12.35,12/18,15.04,20260909
1310,97,760196670,9648009383,189896,16.40,5/22,6.07,10/28,11.03,20260909
1310,98,1616612110,20037325297,319562,14.60,6/01,6.69,3/03,11.65,20260909
1310,99,1748804881,27804263141,399631,20.10,1/19,11.50,5/26,14.86,20260909
1312,100,3233110404,58810147242,681918,24.00,2/09,11.30,10/04,17.20,20260909
1312,101,1387403768,20261162825,337899,16.50,9/20,11.00,6/05,14.08,20260909
1312,102,1792474821,35865675636,522257,25.70,10/11,14.60,4/09,18.68,20260909
1312,103,1462464245,26929611020,445797,24.55,1/06,11.90,10/17,17.49,20260909
1312,104,1364089120,24188882055,466281,21.80,6/11,12.80,12/14,17.22,20260909
1312,105,1592841156,28332318440,548577,23.30,12/09,13.40,1/18,16.92,20260909
1312,106,2476008768,60125946377,898561,33.35,12/29,18.60,5/09,22.91,20260909
1312,107,1964160568,56741395267,807985,35.15,5/21,19.45,10/25,28.15,20260909
1312,108,1098657895,23206724798,422656,25.35,2/11,17.60,8/13,20.72,20260909
1312,109,2879208614,56965551722,864637,24.65,11/18,10.65,3/19,17.45,20260909
1312,110,4731958821,136585861483,1554204,36.15,7/02,20.40,2/01,27.76,20260909
1312,111,1159130224,27277679566,462580,29.20,2/14,16.55,9/28,22.25,20260909
1312,112,539511719,9830169722,242573,21.25,4/17,14.70,12/19,18.15,20260909
1312,113,759983373,10318988653,345476,15.80,7/18,10.20,12/31,13.32,20260909
1312,114,1060850135,11354740017,371452,13.20,5/12,8.37,4/09,10.52,20260909
1312,80,888915355,31287001742,288230,43.50,4/12,27.10,1/17,33.85,20260909
1312,81,365892324,9634319100,96955,34.20,1/28,14.90,12/28,24.14,20260909
1312,82,1531005376,34458515536,274829,36.00,12/31,13.55,1/07,19.84,20260909
1312,83,5012165589,259313412716,1007960,81.00,8/20,28.20,1/14,48.60,20260909
1312,84,4000683770,168200150023,835454,75.50,2/17,23.60,8/28,45.64,20260909
1312,85,2309915361,72305535168,484917,38.50,4/08,24.50,8/19,29.79,20260909
1312,86,2759380236,78547045449,557056,34.90,3/21,16.80,12/01,26.13,20260909
1312,87,2576637831,48432862813,469581,24.10,4/07,12.60,9/01,18.40,20260909
1312,88,5489527758,119673000000,1006322,29.10,10/14,12.10,2/06,19.71,20260909
1312,89,4424896548,122499839020,943619,39.10,3/30,8.90,12/01,22.66,20260909
1312,90,1826757597,17442046775,306504,16.30,2/05,3.90,7/25,7.80,20260909
1312,91,4380331498,55203655493,662652,20.90,4/04,6.50,1/02,11.28,20260909
1312,92,2707067861,36997953458,457511,20.70,1/16,7.75,5/05,12.92,20260909
1312,93,2201862379,30309487654,396796,16.30,1/07,10.65,3/24,13.27,20260909
1312,94,476360139,5133377246,92638,14.10,1/03,7.10,9/28,9.79,20260909
1312,95,1197443681,12290255726,214025,12.75,12/05,7.05,7/18,8.70,20260909
1312,96,2000214364,26667735730,325300,15.85,10/22,10.00,12/21,12.23,20260909
1312,97,1154466981,11588696200,219199,13.40,5/21,3.39,11/24,8.79,20260909
1312,98,5720988194,72840734432,923079,17.50,10/30,4.15,2/03,11.04,20260909
1312,99,4035065854,67024991421,795782,21.40,12/31,11.10,5/26,15.56,20260909
1313,100,1128282962,23945309364,272097,25.75,1/04,12.60,10/05,20.10,20260909
1313,101,519015127,8850718154,148325,19.70,2/06,14.60,10/29,16.44,20260909
1313,102,359527534,5455769238,121974,17.40,1/07,13.50,8/29,15.19,20260909
1313,103,283734885,3582119452,96057,14.65,1/13,9.90,10/27,12.44,20260909
1313,104,352377147,3637306402,123139,12.15,5/04,8.00,8/25,10.30,20260909
1313,105,426860458,4657332581,139644,13.65,12/12,8.03,1/18,9.80,20260909
1313,106,811797453,12909162151,251250,19.60,12/07,12.40,1/10,14.75,20260909
1313,107,655105474,11650143596,235226,21.60,5/21,10.75,10/26,16.91,20260909
1313,108,322375300,3726518240,122206,13.50,3/22,9.82,8/15,11.38,20260909
1313,109,1215256433,17530566994,365806,19.95,12/22,7.01,3/23,11.61,20260909
1313,110,3724312707,92716589930,1306874,32.30,7/02,14.25,2/01,22.88,20260909
1313,111,528859850,9041248895,246718,22.40,2/10,11.65,10/13,15.94,20260909
1313,112,452094180,7007226842,195591,17.75,8/02,13.35,1/03,15.08,20260909
1313,113,414421825,5137650539,229607,15.60,2/20,8.75,12/31,12.49,20260909
1313,114,714972009,6939472124,288795,11.80,12/03,7.26,4/09,9.34,20260909
1313,80,585550541,24742922114,191514,59.50,4/12,21.40,1/17,40.14,20260909
1313,81,210182018,5810489977,63742,36.30,1/30,15.00,12/29,25.31,20260909
1313,82,1021054332,19434671234,193471,23.90,4/07,13.60,1/08,18.26,20260909
1313,83,5080140113,257984369923,893106,91.50,12/08,20.50,1/21,51.94,20260909
1313,84,2009246608,91833553349,460648,84.50,1/05,25.50,8/25,48.56,20260909
1313,85,2464529227,81745243413,481536,44.00,4/08,26.80,6/01,32.23,20260909
1313,86,2533699425,89816605994,528566,51.00,2/25,18.60,12/01,30.85,20260909
1313,87,2883979739,61654973395,492445,26.50,1/16,13.30,9/02,20.61,20260909
1313,88,6045872195,161822000000,1092971,38.90,5/07,13.75,2/06,24.21,20260909
1313,89,2058804847,41498813296,416071,30.20,1/29,3.86,11/24,15.19,20260909
1313,90,898466293,5094465562,142588,8.50,2/20,3.20,7/20,5.17,20260909
1313,91,5918295455,71281412617,814019,16.00,12/11,5.10,1/02,11.15,20260909
1313,92,5711012154,84060146270,879344,20.50,1/14,8.55,5/02,14.17,20260909
1313,93,2834092111,39783230831,448837,17.10,2/11,10.00,6/17,13.12,20260909
1313,94,1316741570,16275930257,230960,14.35,1/19,9.31,10/26,11.63,20260909
1313,95,1829419683,23213738535,317616,17.70,12/29,9.50,3/17,11.71,20260909
1313,96,2013829045,42485075752,385751,28.30,10/02,15.40,12/21,19.67,20260909
1313,97,1266276012,21477881319,268988,23.80,5/23,6.54,10/28,15.45,20260909
1313,98,1656576359,24000030747,325029,17.90,5/27,8.70,3/03,13.65,20260909
1313,99,2132934170,42626208011,418033,25.75,12/23,14.05,2/06,19.36,20260909
1314,100,5760360971,199135761417,1761041,48.50,8/02,24.60,12/20,34.81,20260909
1314,101,6699755088,175275312374,1985563,39.35,3/02,15.85,11/21,26.17,20260909
1314,102,4032327337,65974299264,1084621,20.05,1/15,13.20,11/14,15.54,20260909
1314,103,4291154219,48927319479,921434,14.15,1/09,8.48,10/15,11.32,20260909
1314,104,3016916726,32113202583,665280,12.80,1/07,6.80,8/25,9.76,20260909
1314,105,2814002348,24950114009,601963,10.75,12/16,7.11,1/18,8.16,20260909
1314,106,9776138303,130935813962,1542807,16.50,12/01,9.95,1/03,12.62,20260909
1314,107,5714173137,78577921478,1105843,16.45,1/12,10.80,11/13,13.17,20260909
1314,108,2833166341,30416668038,615155,12.35,3/29,9.21,8/15,10.64,20260909
1314,109,7043062046,64701883916,1374923,12.05,12/29,6.28,3/19,8.46,20260909
1314,110,16726120298,222860999536,3391688,17.30,5/04,9.00,2/01,12.47,20260909
1314,111,4295984485,50777950505,1051122,14.25,4/06,8.96,7/12,10.79,20260909
1314,112,2395052969,23770814202,607648,10.70,10/16,9.08,8/17,9.83,20260909
1314,113,5538501491,54533519808,1284939,11.80,5/02,7.31,12/31,9.42,20260909
1314,114,4326732097,34716544817,1095947,10.60,11/07,6.00,4/09,7.43,20260909
1314,80,1188882000,35199069600,315984,35.00,7/27,16.00,7/12,26.82,20260909
1314,81,583889262,12090901470,140830,27.80,1/30,13.50,9/26,18.73,20260909
1314,82,3211664995,72839016410,486243,28.50,3/19,13.20,1/08,21.25,20260909
1314,83,9358218812,323716089325,1406771,47.20,8/29,19.30,3/22,32.27,20260909
1314,84,4449291756,115888208908,722222,44.90,1/05,16.00,8/25,27.21,20260909
1314,85,6175690833,176876613071,870073,38.70,12/03,19.00,2/07,27.37,20260909
1314,86,6528499879,278369618872,1273458,56.50,4/14,25.50,10/30,41.17,20260909
1314,87,4738407724,130270403248,861074,38.00,4/07,18.30,9/03,26.96,20260909
1314,88,4506578634,85404534605,828742,23.70,4/28,12.75,2/06,17.80,20260909
1314,89,3318312413,47349333849,519703,19.50,2/21,3.75,12/30,12.07,20260909
1314,90,1833401741,7708283093,222708,7.25,2/21,2.04,11/29,3.50,20260909
1314,91,4894057340,24397367872,510973,7.70,4/09,2.08,10/08,4.42,20260909
1314,92,4851134281,24423262794,526424,6.95,1/24,3.05,5/05,4.59,20260909
1314,93,7798892838,54239895468,853814,8.90,3/15,4.36,8/18,6.40,20260909
1314,94,5591874953,46789912415,597614,10.50,8/15,6.54,12/12,8.25,20260909
1314,95,6076574447,52899253564,721653,10.40,12/11,6.60,8/28,8.01,20260909
1314,96,9643190888,127516665719,1211052,17.60,10/02,8.73,3/05,12.33,20260909
1314,97,8064081178,114381856815,1348460,21.40,5/23,4.98,10/28,12.31,20260909
1314,98,7786028216,76118268197,1171643,13.10,11/10,5.48,3/03,9.47,20260909
1314,99,5545886003,103326873743,1018120,31.30,12/06,9.98,2/06,18.83,20260909
1315,100,60118661,1833940688,25932,38.35,8/04,24.20,3/15,28.21,20260909
1315,101,55819586,1648677575,21001,33.60,3/09,24.80,7/26,29.08,20260909
1315,102,40130989,1175146072,14013,32.30,5/17,27.00,4/16,29.35,20260909
1315,103,29135728,840171592,12012,30.25,1/20,27.00,11/25,28.74,20260909
1315,104,18882678,473093935,8312,28.90,1/19,20.90,8/25,25.32,20260909
1315,105,22451037,524801043,4705,25.85,7/12,21.85,1/19,24.27,20260909
1315,106,9896158,253758741,4690,27.60,6/28,24.75,7/27,25.66,20260909
1315,107,6403215,167890102,3051,27.60,7/05,24.60,10/30,26.38,20260909
1315,108,47372799,1888721019,24147,49.90,12/12,25.60,1/16,33.11,20260909
1315,109,203596961,11235159784,122743,81.00,11/24,40.10,3/19,55.25,20260909
1315,110,48240452,3543183925,40137,89.50,12/28,59.90,10/05,70.33,20260909
1315,111,7657920,571429911,11493,86.60,1/04,64.30,10/24,74.81,20260909
1315,112,4970120,355376335,11463,74.20,4/11,69.60,5/11,71.23,20260909
1315,113,5689847,406502354,11724,73.90,4/10,69.20,12/31,71.39,20260909
1315,114,3298533,218342335,8184,70.60,3/19,62.50,12/30,66.22,20260909
1315,81,71079924,6417424929,36911,117.50,7/11,66.00,5/09,81.52,20260909
1315,82,175820698,10780199389,61799,80.00,3/30,49.60,9/07,60.33,20260909
1315,83,432896722,26439970288,117312,70.00,2/17,50.00,10/11,58.79,20260909
1315,84,131843381,5197230791,39689,55.00,1/05,25.00,8/14,39.10,20260909
1315,85,463366092,17813637106,135761,47.10,6/18,29.00,2/07,35.62,20260909
1315,86,497777600,17963450305,132280,45.50,3/21,24.30,10/20,33.83,20260909
1315,87,625683621,18367777587,153756,33.80,4/07,20.50,12/31,27.95,20260909
1315,88,194440143,3583161403,51408,23.00,4/06,12.75,12/28,17.02,20260909
1315,89,110191551,1466827458,27157,17.90,2/21,4.93,11/22,10.86,20260909
1315,90,63266311,426772449,14341,8.25,2/20,5.20,9/24,6.47,20260909
1315,91,310991075,3174427510,58443,14.10,4/25,6.50,10/14,8.77,20260909
1315,92,194170248,1884704891,41274,11.25,7/29,7.80,5/06,9.28,20260909
1315,93,186619231,2051940814,33860,13.35,2/17,7.95,7/27,9.81,20260909
1315,94,72901880,752556775,14184,11.70,6/06,8.82,9/28,10.12,20260909
1315,95,406747950,7962654329,96970,26.90,12/12,10.75,2/27,16.03,20260909
1315,96,344500713,8390771947,96345,28.00,7/04,19.10,12/19,23.02,20260909
1315,97,132630893,3394869387,45413,32.40,4/16,10.50,10/28,20.75,20260909
1315,98,99094709,2035007051,34047,25.35,10/13,13.15,2/24,19.80,20260909
1315,99,57297230,1355374821,17742,28.30,12/23,20.40,2/08,23.29,20260909
1316,100,146160339,3422524982,56337,32.75,8/04,15.00,11/25,22.20,20260909
1316,101,211407581,3616570439,73515,26.15,7/05,7.31,11/09,18.26,20260909
1316,102,209028636,2521277704,66081,14.20,3/29,10.10,2/06,11.69,20260909
1316,103,72665643,911372665,22219,14.20,2/25,10.80,1/07,12.27,20260909
1316,104,48871989,549564090,17873,12.95,1/05,8.92,8/24,10.88,20260909
1316,105,41745086,461714682,13975,12.45,3/17,9.30,1/14,10.76,20260909
1316,106,218129377,5599716237,101537,31.10,3/13,10.70,1/04,24.76,20260909
1316,107,202151310,3879740576,84714,25.50,1/03,12.00,12/26,19.44,20260909
1316,108,230276608,3382212508,92290,17.65,3/26,11.75,8/26,13.98,20260909
1316,109,178541301,2110531091,70886,14.90,7/17,7.34,3/23,11.66,20260909
1316,110,1015150521,17631479621,340619,23.35,11/26,10.05,5/17,13.75,20260909
1316,111,1231556844,26028785056,459173,27.75,1/20,11.25,9/29,16.79,20260909
1316,112,444877662,5385947420,159073,14.15,4/10,10.10,9/12,12.04,20260909
1316,113,3292277695,66620236359,1238797,28.80,3/07,12.05,1/18,17.60,20260909
1316,114,2624596948,42278838595,941016,19.80,3/28,12.70,9/01,14.85,20260909
1316,81,17067000,1252772500,9502,81.50,10/22,63.00,10/15,71.75,20260909
1316,82,152573867,9209247115,60504,85.00,5/17,44.30,11/19,61.15,20260909
1316,83,255627452,11982621625,67083,57.50,1/17,30.20,11/08,43.68,20260909
1316,84,173741207,5131132607,45200,37.20,4/10,18.50,11/30,26.74,20260909
1316,85,225526463,4954547283,55497,28.30,9/21,16.30,3/13,20.15,20260909
1316,86,338787171,7026536871,82211,26.00,4/28,15.70,12/01,19.80,20260909
1316,87,463624125,8014066878,97348,21.70,3/05,10.20,12/28,15.93,20260909
1316,88,201595682,2214454495,39096,13.25,4/19,5.50,11/10,9.65,20260909
1316,89,695224687,11293554907,129339,29.20,4/20,2.47,11/21,11.28,20260909
1316,90,118517424,372138933,23084,4.58,2/07,1.26,11/12,2.58,20260909
1316,91,411056209,1610533041,60105,6.15,4/09,1.81,1/23,3.33,20260909
1316,92,454004189,2037009879,67017,6.15,11/12,2.70,5/02,3.91,20260909
1316,93,303631198,1579395284,48020,6.65,2/11,2.82,8/19,4.20,20260909
1316,94,67123696,155667586,11859,3.60,1/04,1.35,10/06,2.22,20260909
1316,95,196321524,1427582575,37293,11.85,12/26,2.10,3/21,4.45,20260909
1316,96,152190246,1371158068,36182,11.45,1/03,4.65,12/19,8.35,20260909
1316,97,56582408,350191788,13859,8.19,5/19,3.22,11/24,5.83,20260909
1316,98,48598211,307640327,11145,9.24,12/31,3.17,1/20,6.19,20260909
1316,99,80251311,1057474206,21718,21.10,12/31,8.61,1/22,11.33,20260909
1319,100,609155571,22620773188,278845,44.30,1/05,27.05,9/14,35.72,20260909
1319,101,284224073,8769592704,134946,38.25,2/13,21.90,11/22,29.21,20260909
1319,102,693120575,27814506637,338878,50.50,10/15,25.00,1/17,36.90,20260909
1319,103,635241411,24651806313,302190,47.65,4/08,28.25,10/27,38.62,20260909
1319,104,715776975,25610228963,365128,41.95,12/29,25.05,8/25,34.75,20260909
1319,105,965583480,51455759467,557578,76.80,10/14,37.85,1/07,55.78,20260909
1319,106,825612194,47974909997,477765,67.40,9/19,49.65,4/17,57.28,20260909
1319,107,335629520,15630237725,209271,60.00,1/08,32.50,10/29,46.62,20260909
1319,108,391664006,17250563382,251926,50.20,9/20,35.55,1/04,43.75,20260909
1319,109,319498317,11816332947,202583,47.20,1/03,26.15,3/19,37.67,20260909
1319,110,320266043,11462741309,200352,40.60,1/05,30.65,5/17,35.02,20260909
1319,111,1621194569,75426769501,938413,57.20,9/16,30.50,3/15,41.96,20260909
1319,112,1723236458,112485955715,1162168,88.70,12/07,40.90,3/01,59.60,20260909
1319,113,1265504577,136307265646,988225,134.50,4/12,73.60,1/11,105.73,20260909
1319,114,899882239,101046397263,799726,141.50,3/21,86.90,12/11,108.72,20260909
1319,83,11930032,804497385,6615,72.00,12/14,62.50,12/29,65.29,20260909
1319,84,161215120,7780786023,42382,71.00,7/14,34.00,9/21,55.23,20260909
1319,85,394504288,15673181237,86950,45.50,7/02,34.30,1/29,38.75,20260909
1319,86,688638129,28146087735,157181,54.00,3/21,23.50,12/01,37.71,20260909
1319,87,2244041300,121782332256,532561,80.50,8/14,25.50,1/12,48.11,20260909
1319,88,654112433,18557465540,178542,35.20,4/20,16.40,11/08,24.58,20260909
1319,89,294276850,6463295782,61121,29.90,2/09,13.30,10/05,18.44,20260909
1319,90,200557199,2960749526,42420,17.30,4/18,12.10,9/19,13.94,20260909
1319,91,676449323,16413149171,176437,33.50,12/25,13.90,1/17,22.07,20260909
1319,92,481557797,20032110267,171773,62.00,10/22,30.00,1/02,44.69,20260909
1319,93,159990294,8377149533,57929,60.00,4/26,40.60,10/27,52.11,20260909
1319,94,185465029,7954775077,72742,50.50,1/12,38.10,5/13,43.27,20260909
1319,95,506172271,14349492683,164507,45.80,4/19,19.30,9/14,31.21,20260909
1319,96,887267935,28788567786,256722,42.00,9/05,23.55,12/18,32.28,20260909
1319,97,342801016,7839423731,105566,31.40,3/06,9.30,11/21,21.81,20260909
1319,98,1067059378,36558674931,354559,61.50,12/10,11.25,1/05,34.73,20260909
1319,99,825198921,41493555369,352590,60.50,3/31,40.85,6/09,50.18,20260909
1321,100,68966162,1482391329,25295,25.20,1/04,18.20,10/04,20.51,20260909
1321,101,138496682,3593568883,46323,32.25,9/25,18.60,1/16,23.11,20260909
1321,102,328810316,11053876096,133718,42.40,6/03,24.40,2/22,32.97,20260909
1321,103,197837436,8352141745,98657,50.50,6/16,33.90,10/17,40.02,20260909
1321,104,46579690,1474975886,25635,39.45,3/31,22.75,8/25,30.70,20260909
1321,105,23494664,605377490,13141,28.25,3/25,23.80,11/25,25.66,20260909
1321,106,60802543,1748853406,32005,34.80,8/28,24.45,5/03,27.38,20260909
1321,107,24284718,674360008,12129,30.60,1/18,24.70,10/12,27.30,20260909
1321,108,69135145,2259281079,32442,40.20,12/30,25.70,2/11,29.73,20260909
1321,109,99209002,3291739016,47930,41.35,1/03,20.65,3/19,32.78,20260909
1321,110,96098358,3526387166,47901,42.70,4/28,31.85,5/17,35.26,20260909
1321,111,43792649,1519585480,26140,38.90,8/30,30.90,7/12,33.80,20260909
1321,112,49049323,1792623976,27881,42.40,12/04,32.70,1/04,35.50,20260909
1321,113,119834598,4600009725,68257,44.80,8/19,32.55,12/20,36.56,20260909
1321,114,53923784,1946653781,34608,39.35,3/17,31.50,4/09,36.00,20260909
1321,88,46848949,1243673147,13067,30.60,10/02,16.80,12/27,25.01,20260909
1321,89,19421034,335102865,6505,23.00,1/29,9.85,12/30,14.91,20260909
1321,90,6666569,44840869,2375,10.15,1/04,4.75,8/08,6.98,20260909
1321,91,78068296,732682641,17026,12.20,4/26,5.90,1/16,8.72,20260909
1321,92,89234383,897831652,19255,12.60,12/25,6.45,5/02,9.24,20260909
1321,93,206032221,3811851368,54291,24.00,4/20,12.10,1/02,16.66,20260909
1321,94,58122989,792934698,15578,17.35,3/10,9.65,10/20,12.33,20260909
1321,95,316248092,5718147804,71714,24.50,12/21,10.00,1/23,14.74,20260909
1321,96,264397976,6012707626,78383,33.05,7/26,16.20,12/20,21.02,20260909
1321,97,208252502,5067398879,68526,31.80,4/24,8.05,10/28,19.48,20260909
1321,98,194606754,4002010576,62027,28.45,7/27,9.03,2/02,19.04,20260909
1321,99,87592140,2037973465,34437,27.00,1/05,18.90,6/09,22.34,20260909
1323,100,35345586,867428318,15210,27.60,7/25,17.00,12/29,22.88,20260909
1323,101,121149551,2579978302,52322,23.90,8/22,16.60,1/16,20.53,20260909
1323,102,331691725,12389727139,181482,49.80,8/14,21.30,1/21,32.64,20260909
1323,103,75036447,2766390540,48620,42.80,3/04,28.70,10/17,35.63,20260909
1323,104,67879243,2224192858,41398,39.45,4/07,19.75,8/25,30.30,20260909
1323,105,112983405,3801468142,67990,37.60,11/10,22.50,1/18,31.95,20260909
1323,106,83849584,2943796499,48915,42.00,12/22,30.00,8/14,33.31,20260909
1323,107,60199046,2186095021,35320,41.00,1/09,31.70,10/25,35.50,20260909
1323,108,38264106,1345230981,18127,37.60,3/08,32.50,8/06,34.89,20260909
1323,109,36569491,1184211029,21091,34.30,8/17,25.55,3/20,32.77,20260909
1323,110,40660665,1403842925,26720,37.05,4/20,30.80,5/17,34.29,20260909
1323,111,21547273,745688237,16574,38.55,2/21,32.05,8/24,34.20,20260909
1323,112,13928659,449141646,11257,33.95,2/01,31.00,12/13,32.21,20260909
1323,113,11470630,328619039,12234,31.65,1/02,23.50,10/14,29.13,20260909
1323,114,9665211,205211701,7059,25.20,2/24,18.15,4/09,20.95,20260909
1323,89,3737363,26552643,1292,8.50,9/13,6.05,10/24,7.20,20260909
1323,90,17658320,141652587,5886,10.90,5/07,5.35,11/02,6.88,20260909
1323,91,160314976,1747743878,36632,13.10,11/19,6.60,1/23,9.26,20260909
1323,92,96885439,1108953584,24061,13.55,2/06,9.50,5/02,10.94,20260909
1323,93,30793563,359457634,7804,13.35,3/04,8.30,11/02,11.01,20260909
1323,94,11281836,108543375,3399,11.30,2/16,8.50,12/01,9.46,20260909
1323,95,28725291,243468326,6869,10.15,12/27,7.68,6/09,8.42,20260909
1323,96,171813528,2844238854,46299,25.15,7/30,9.35,12/18,13.06,20260909
1323,97,83132950,1129754922,27184,18.45,4/24,7.55,10/28,11.37,20260909
1323,98,117312105,1791093222,37557,20.95,12/03,8.50,2/03,12.51,20260909
1323,99,183129199,4148925106,65612,28.80,12/07,14.50,2/06,21.23,20260909
1324,100,41649933,698764316,20057,21.20,1/04,9.80,12/20,15.52,20260909
1324,101,18284653,226113452,8172,14.40,3/05,10.10,11/09,11.82,20260909
1324,102,80751830,1240479239,33680,19.00,7/25,11.00,1/29,13.94,20260909
1324,103,42613901,705156932,18232,18.80,7/11,12.80,10/27,15.42,20260909
1324,104,12853413,156000161,9251,15.10,1/09,9.20,8/25,11.98,20260909
1324,105,11344421,137122262,6350,13.80,11/04,10.70,2/03,11.88,20260909
1324,106,14123741,184605955,7354,13.80,5/16,12.05,5/12,12.91,20260909
1324,107,39797432,553887442,14105,16.20,3/07,10.30,10/26,12.17,20260909
1324,108,9340526,98905634,5762,11.70,6/25,9.50,12/18,10.56,20260909
1324,109,17780066,175120478,8360,10.75,12/25,7.00,3/19,9.56,20260909
1324,110,48459382,580661803,22472,14.20,4/19,9.80,2/02,10.99,20260909
1324,111,13092225,145479572,12955,12.30,1/24,10.05,10/17,10.83,20260909
1324,112,304536740,5418361970,161788,21.45,12/11,10.65,1/03,13.32,20260909
1324,113,42532952,640131193,48223,18.35,2/02,12.20,12/10,14.16,20260909
1324,114,18918470,216962051,35697,13.00,3/06,10.20,12/31,11.38,20260909
1324,89,14548640,372232155,7904,31.90,9/11,19.10,12/28,24.73,20260909
1324,90,58667403,1061822727,25050,28.60,2/06,7.70,10/08,16.21,20260909
1324,91,90027936,1369812370,28061,19.80,4/18,9.45,10/08,13.14,20260909
1324,92,26770409,317866743,9436,13.60,1/27,9.90,4/28,11.55,20260909
1324,93,29376615,357442434,8970,13.90,2/11,8.80,12/16,10.87,20260909
1324,94,9239337,79972032,3437,9.60,1/04,7.00,12/16,8.51,20260909
1324,95,17043671,132112805,6122,8.99,12/05,6.50,9/15,7.35,20260909
1324,96,224126066,6028898584,83146,40.50,4/16,8.30,1/12,26.03,20260909
1324,97,54366084,956404074,23830,28.90,3/10,6.58,11/21,16.19,20260909
1324,98,113184762,1683674794,40676,25.90,12/30,7.46,2/06,12.34,20260909
1324,99,213120100,4899734620,87831,28.40,8/27,15.40,5/26,20.41,20260909
1325,100,73648810,1805607176,34415,29.50,3/17,16.95,8/11,21.37,20260909
1325,101,40199074,724271745,18789,20.40,3/05,15.75,7/26,17.17,20260909
1325,102,175572591,3603054004,76680,24.80,4/29,16.90,3/06,18.89,20260909
1325,103,157193371,3275308610,68608,23.60,10/16,17.70,4/25,19.50,20260909
1325,104,104683815,2241185009,46409,24.40,6/03,17.85,8/24,20.31,20260909
1325,105,16723566,336523186,8030,21.35,12/12,18.95,5/09,19.95,20260909
1325,106,11568519,238189456,7125,23.05,2/14,19.00,11/17,20.44,20260909
1325,107,10400433,186647832,5852,19.90,1/03,16.40,12/28,17.87,20260909
1325,108,12572669,202722510,6939,17.00,12/31,15.40,12/26,15.94,20260909
1325,109,1975248421,216147019153,1206390,216.00,6/10,17.00,1/03,108.00,20260909
1325,110,759514893,64019334909,512215,119.50,5/14,38.00,10/05,69.60,20260909
1325,111,342088227,15099383113,220510,61.70,1/11,21.00,10/17,32.03,20260909
1325,112,217060686,7940629985,128935,49.35,12/21,22.10,8/14,25.00,20260909
1325,113,280732203,10092944918,186112,48.85,1/05,23.85,8/06,30.32,20260909
1325,114,537595184,19410790018,332818,43.50,6/02,20.55,4/09,30.29,20260909
1325,89,7830212,112612900,1885,20.90,9/26,10.50,12/28,14.32,20260909
1325,90,51039750,709607918,12940,20.70,3/12,7.10,10/30,11.88,20260909
1325,91,41592616,392996618,11854,11.75,4/29,6.65,10/04,8.63,20260909
1325,92,283328688,3557691393,74172,19.60,5/08,7.60,3/28,10.72,20260909
