N,stop,cal_pos,date,n_triggered
8,fix 15%,713,2017-12-01,21
8,fix 15%,714,2017-12-04,7
8,fix 15%,715,2017-12-05,17
8,fix 15%,716,2017-12-06,30
8,fix 15%,717,2017-12-07,25
8,fix 15%,730,2017-12-26,32
8,fix 15%,731,2017-12-27,6
8,fix 15%,739,2018-01-09,7
8,fix 15%,741,2018-01-11,7
8,fix 15%,751,2018-01-25,22
8,fix 15%,758,2018-02-05,19
8,fix 15%,759,2018-02-06,286
8,fix 15%,760,2018-02-07,12
8,fix 15%,761,2018-02-08,7
8,fix 15%,762,2018-02-09,16
8,fix 15%,763,2018-02-12,3
8,fix 15%,764,2018-02-21,1
8,fix 15%,769,2018-03-01,1
8,fix 15%,776,2018-03-12,11
8,fix 15%,782,2018-03-20,55
8,fix 15%,785,2018-03-23,9
8,fix 15%,788,2018-03-28,12
8,fix 15%,796,2018-04-11,11
8,fix 15%,800,2018-04-17,10
8,fix 15%,804,2018-04-23,1
8,fix 15%,805,2018-04-24,19
8,fix 15%,806,2018-04-25,51
8,fix 15%,807,2018-04-26,41
8,fix 15%,818,2018-05-14,5
8,fix 15%,822,2018-05-18,10
8,fix 15%,841,2018-06-14,9
8,fix 15%,846,2018-06-22,8
8,fix 15%,847,2018-06-25,13
8,fix 15%,853,2018-07-03,7
8,fix 15%,854,2018-07-04,9
8,fix 15%,855,2018-07-05,12
8,fix 15%,856,2018-07-06,53
8,fix 15%,857,2018-07-09,8
8,fix 15%,858,2018-07-10,9
8,fix 15%,859,2018-07-11,19
8,fix 15%,867,2018-07-23,40
8,fix 15%,877,2018-08-06,16
8,fix 15%,881,2018-08-10,101
8,fix 15%,882,2018-08-13,40
8,fix 15%,884,2018-08-15,36
8,fix 15%,886,2018-08-17,18
8,fix 15%,887,2018-08-20,17
8,fix 15%,889,2018-08-22,7
8,fix 15%,890,2018-08-23,6
8,fix 15%,893,2018-08-28,9
8,fix 15%,901,2018-09-07,20
8,fix 15%,902,2018-09-10,51
8,fix 15%,903,2018-09-11,63
8,fix 15%,904,2018-09-12,16
8,fix 15%,905,2018-09-13,48
8,fix 15%,909,2018-09-19,66
8,fix 15%,910,2018-09-20,42
8,fix 15%,913,2018-09-26,41
8,fix 15%,918,2018-10-03,45
8,fix 15%,919,2018-10-04,1
8,fix 15%,920,2018-10-05,200
8,fix 15%,921,2018-10-08,65
8,fix 15%,922,2018-10-09,105
8,fix 15%,923,2018-10-11,391
8,fix 15%,930,2018-10-22,26
8,fix 15%,931,2018-10-23,24
8,fix 15%,933,2018-10-25,70
8,fix 15%,935,2018-10-29,43
8,fix 15%,936,2018-10-30,57
8,fix 15%,943,2018-11-08,40
8,fix 15%,945,2018-11-12,4
8,fix 15%,946,2018-11-13,17
8,fix 15%,947,2018-11-14,116
8,fix 15%,949,2018-11-16,9
8,fix 15%,977,2018-12-25,25
8,fix 15%,997,2019-01-24,3
8,fix 15%,1022,2019-03-13,68
8,fix 15%,1051,2019-04-25,171
8,fix 15%,1061,2019-05-10,21
8,fix 15%,1062,2019-05-13,16
8,fix 15%,1066,2019-05-17,17
8,fix 15%,1067,2019-05-20,43
8,fix 15%,1072,2019-05-27,23
8,fix 15%,1074,2019-05-29,19
8,fix 15%,1080,2019-06-06,1
8,fix 15%,1081,2019-06-10,1
8,fix 15%,1104,2019-07-11,81
8,fix 15%,1121,2019-08-05,13
8,fix 15%,1122,2019-08-06,6
8,fix 15%,1127,2019-08-14,77
8,fix 15%,1162,2019-10-04,8
8,fix 15%,1166,2019-10-14,6
8,fix 15%,1186,2019-11-11,11
8,fix 15%,1193,2019-11-20,17
8,fix 15%,1194,2019-11-21,7
8,fix 15%,1203,2019-12-04,6
8,fix 15%,1210,2019-12-13,4
8,fix 15%,1211,2019-12-16,5
8,fix 15%,1225,2020-01-06,11
8,fix 15%,1227,2020-01-08,40
8,fix 15%,1236,2020-01-30,85
8,fix 15%,1237,2020-01-31,35
8,fix 15%,1238,2020-02-03,148
8,fix 15%,1246,2020-02-13,4
8,fix 15%,1253,2020-02-24,11
8,fix 15%,1256,2020-02-27,13
8,fix 15%,1257,2020-03-02,34
8,fix 15%,1262,2020-03-09,154
8,fix 15%,1263,2020-03-10,8
8,fix 15%,1264,2020-03-11,83
8,fix 15%,1265,2020-03-12,190
8,fix 15%,1266,2020-03-13,205
8,fix 15%,1267,2020-03-16,210
8,fix 15%,1268,2020-03-17,107
8,fix 15%,1269,2020-03-18,160
8,fix 15%,1270,2020-03-19,109
8,fix 15%,1272,2020-03-23,39
8,fix 15%,1336,2020-06-24,3
8,fix 15%,1351,2020-07-17,6
8,fix 15%,1356,2020-07-24,4
8,fix 15%,1358,2020-07-28,3
8,fix 15%,1360,2020-07-30,7
8,fix 15%,1370,2020-08-13,17
8,fix 15%,1375,2020-08-20,197
8,fix 15%,1382,2020-08-31,4
8,fix 15%,1387,2020-09-07,2
8,fix 15%,1391,2020-09-11,18
8,fix 15%,1392,2020-09-14,4
8,fix 15%,1399,2020-09-23,5
8,fix 15%,1401,2020-09-25,7
8,fix 15%,1409,2020-10-12,5
8,fix 15%,1410,2020-10-13,6
8,fix 15%,1417,2020-10-22,13
8,fix 15%,1419,2020-10-26,7
8,fix 15%,1423,2020-10-30,9
8,fix 15%,1426,2020-11-04,7
8,fix 15%,1430,2020-11-10,7
8,fix 15%,1440,2020-11-24,10
8,fix 15%,1449,2020-12-07,5
8,fix 15%,1452,2020-12-10,3
8,fix 15%,1455,2020-12-15,20
8,fix 15%,1458,2020-12-18,5
8,fix 15%,1459,2020-12-21,11
8,fix 15%,1460,2020-12-22,13
8,fix 15%,1464,2020-12-28,5
8,fix 15%,1465,2020-12-29,9
8,fix 15%,1472,2021-01-08,6
8,fix 15%,1474,2021-01-12,4
8,fix 15%,1476,2021-01-14,3
8,fix 15%,1477,2021-01-15,5
8,fix 15%,1479,2021-01-19,7
8,fix 15%,1480,2021-01-20,18
8,fix 15%,1481,2021-01-21,39
8,fix 15%,1482,2021-01-22,8
8,fix 15%,1486,2021-01-28,3
8,fix 15%,1487,2021-01-29,3
8,fix 15%,1488,2021-02-01,14
8,fix 15%,1489,2021-02-02,2
8,fix 15%,1498,2021-02-24,6
8,fix 15%,1506,2021-03-09,1
8,fix 15%,1530,2021-04-14,2
8,fix 15%,1539,2021-04-27,3
8,fix 15%,1540,2021-04-28,14
8,fix 15%,1542,2021-05-03,9
8,fix 15%,1543,2021-05-04,15
8,fix 15%,1544,2021-05-05,9
8,fix 15%,1545,2021-05-06,7
8,fix 15%,1548,2021-05-11,115
8,fix 15%,1549,2021-05-12,265
8,fix 15%,1550,2021-05-13,25
8,fix 15%,1551,2021-05-14,82
8,fix 15%,1552,2021-05-17,159
8,fix 15%,1576,2021-06-21,28
8,fix 15%,1577,2021-06-22,31
8,fix 15%,1592,2021-07-13,4
8,fix 15%,1603,2021-07-28,35
8,fix 15%,1611,2021-08-09,1
8,fix 15%,1612,2021-08-10,4
8,fix 15%,1613,2021-08-11,1
8,fix 15%,1614,2021-08-12,1
8,fix 15%,1615,2021-08-13,79
8,fix 15%,1616,2021-08-16,3
8,fix 15%,1617,2021-08-17,114
8,fix 15%,1618,2021-08-18,6
8,fix 15%,1619,2021-08-19,13
8,fix 15%,1620,2021-08-20,1
8,fix 15%,1622,2021-08-24,3
8,fix 15%,1631,2021-09-06,12
8,fix 15%,1633,2021-09-08,13
8,fix 15%,1635,2021-09-10,7
8,fix 15%,1639,2021-09-16,8
8,fix 15%,1641,2021-09-22,82
8,fix 15%,1645,2021-09-28,24
8,fix 15%,1646,2021-09-29,16
8,fix 15%,1648,2021-10-01,42
8,fix 15%,1649,2021-10-04,108
8,fix 15%,1650,2021-10-05,3
8,fix 15%,1651,2021-10-06,64
8,fix 15%,1653,2021-10-08,2
8,fix 15%,1654,2021-10-12,40
8,fix 15%,1655,2021-10-13,10
8,fix 15%,1660,2021-10-20,3
8,fix 15%,1662,2021-10-22,7
8,fix 15%,1665,2021-10-27,2
8,fix 15%,1689,2021-11-30,6
8,fix 15%,1692,2021-12-03,2
8,fix 15%,1695,2021-12-08,3
8,fix 15%,1714,2022-01-05,23
8,fix 15%,1715,2022-01-06,22
8,fix 15%,1716,2022-01-07,50
8,fix 15%,1718,2022-01-11,66
8,fix 15%,1720,2022-01-13,6
8,fix 15%,1721,2022-01-14,2
8,fix 15%,1726,2022-01-21,2
8,fix 15%,1727,2022-01-24,32
8,fix 15%,1728,2022-01-25,12
8,fix 15%,1730,2022-02-07,35
8,fix 15%,1735,2022-02-14,5
8,fix 15%,1741,2022-02-22,29
8,fix 15%,1743,2022-02-24,2
8,fix 15%,1744,2022-02-25,6
8,fix 15%,1747,2022-03-03,4
8,fix 15%,1748,2022-03-04,5
8,fix 15%,1749,2022-03-07,34
8,fix 15%,1750,2022-03-08,79
8,fix 15%,1753,2022-03-11,1
8,fix 15%,1755,2022-03-15,40
8,fix 15%,1756,2022-03-16,5
8,fix 15%,1762,2022-03-24,1
8,fix 15%,1769,2022-04-06,2
8,fix 15%,1770,2022-04-07,59
8,fix 15%,1772,2022-04-11,3
8,fix 15%,1773,2022-04-12,13
8,fix 15%,1776,2022-04-15,2
8,fix 15%,1777,2022-04-18,16
8,fix 15%,1781,2022-04-22,34
8,fix 15%,1782,2022-04-25,35
8,fix 15%,1783,2022-04-26,4
8,fix 15%,1784,2022-04-27,15
8,fix 15%,1790,2022-05-06,16
8,fix 15%,1791,2022-05-09,38
8,fix 15%,1792,2022-05-10,3
8,fix 15%,1793,2022-05-11,49
8,fix 15%,1794,2022-05-12,151
8,fix 15%,1800,2022-05-20,2
8,fix 15%,1809,2022-06-02,17
8,fix 15%,1813,2022-06-09,1
8,fix 15%,1814,2022-06-10,35
8,fix 15%,1815,2022-06-13,36
8,fix 15%,1816,2022-06-14,25
8,fix 15%,1817,2022-06-15,15
8,fix 15%,1818,2022-06-16,23
8,fix 15%,1819,2022-06-17,16
8,fix 15%,1820,2022-06-20,119
8,fix 15%,1822,2022-06-22,29
8,fix 15%,1826,2022-06-28,18
8,fix 15%,1827,2022-06-29,3
8,fix 15%,1828,2022-06-30,38
8,fix 15%,1829,2022-07-01,182
8,fix 15%,1830,2022-07-04,8
8,fix 15%,1832,2022-07-06,39
8,fix 15%,1836,2022-07-12,34
8,fix 15%,1839,2022-07-15,2
8,fix 15%,1855,2022-08-08,24
8,fix 15%,1856,2022-08-09,38
8,fix 15%,1878,2022-09-08,9
8,fix 15%,1885,2022-09-20,34
8,fix 15%,1886,2022-09-21,8
8,fix 15%,1887,2022-09-22,33
8,fix 15%,1888,2022-09-23,4
8,fix 15%,1889,2022-09-26,66
8,fix 15%,1891,2022-09-28,42
8,fix 15%,1899,2022-10-11,31
8,fix 15%,1900,2022-10-12,30
8,fix 15%,1901,2022-10-13,146
8,fix 15%,1903,2022-10-17,27
8,fix 15%,1905,2022-10-19,8
8,fix 15%,1907,2022-10-21,30
8,fix 15%,1908,2022-10-24,1
8,fix 15%,1909,2022-10-25,39
8,fix 15%,1910,2022-10-26,18
8,fix 15%,1927,2022-11-18,11
8,fix 15%,1948,2022-12-19,7
8,fix 15%,1956,2022-12-29,18
8,fix 15%,1957,2022-12-30,20
8,fix 15%,1966,2023-01-13,14
8,fix 15%,1998,2023-03-14,3
8,fix 15%,1999,2023-03-15,16
8,fix 15%,2000,2023-03-16,15
8,fix 15%,2024,2023-04-24,20
8,fix 15%,2048,2023-05-29,19
8,fix 15%,2064,2023-06-20,120
8,fix 15%,2078,2023-07-12,18
8,fix 15%,2079,2023-07-13,14
8,fix 15%,2082,2023-07-18,111
8,fix 15%,2085,2023-07-21,31
8,fix 15%,2086,2023-07-24,25
8,fix 15%,2092,2023-08-01,12
8,fix 15%,2099,2023-08-11,14
8,fix 15%,2100,2023-08-14,78
8,fix 15%,2102,2023-08-16,122
8,fix 15%,2106,2023-08-22,56
8,fix 15%,2107,2023-08-23,50
8,fix 15%,2110,2023-08-28,58
8,fix 15%,2113,2023-08-31,46
8,fix 15%,2118,2023-09-07,57
8,fix 15%,2121,2023-09-12,130
8,fix 15%,2126,2023-09-19,23
8,fix 15%,2131,2023-09-26,64
8,fix 15%,2140,2023-10-12,9
8,fix 15%,2142,2023-10-16,84
8,fix 15%,2143,2023-10-17,61
8,fix 15%,2144,2023-10-18,23
8,fix 15%,2145,2023-10-19,40
8,fix 15%,2150,2023-10-26,43
8,fix 15%,2153,2023-10-31,12
8,fix 15%,2172,2023-11-27,33
8,fix 15%,2183,2023-12-12,19
8,fix 15%,2188,2023-12-19,64
8,fix 15%,2199,2024-01-04,30
8,fix 15%,2203,2024-01-10,9
8,fix 15%,2207,2024-01-16,7
8,fix 15%,2208,2024-01-17,44
8,fix 15%,2221,2024-02-05,4
8,fix 15%,2223,2024-02-16,8
8,fix 15%,2227,2024-02-22,23
8,fix 15%,2230,2024-02-27,10
8,fix 15%,2237,2024-03-08,11
8,fix 15%,2240,2024-03-13,2
8,fix 15%,2242,2024-03-15,13
8,fix 15%,2243,2024-03-18,20
8,fix 15%,2244,2024-03-19,6
8,fix 15%,2253,2024-04-01,3
8,fix 15%,2261,2024-04-15,13
8,fix 15%,2262,2024-04-16,61
8,fix 15%,2276,2024-05-07,18
8,fix 15%,2280,2024-05-13,21
8,fix 15%,2281,2024-05-14,21
8,fix 15%,2298,2024-06-06,157
8,fix 15%,2329,2024-07-22,56
8,fix 15%,2331,2024-07-26,21
8,fix 15%,2332,2024-07-29,67
8,fix 15%,2336,2024-08-02,29
8,fix 15%,2337,2024-08-05,174
8,fix 15%,2338,2024-08-06,137
8,fix 15%,2340,2024-08-08,5
8,fix 15%,2359,2024-09-04,14
8,fix 15%,2363,2024-09-10,55
8,fix 15%,2364,2024-09-11,30
8,fix 15%,2370,2024-09-20,9
8,fix 15%,2371,2024-09-23,12
8,fix 15%,2378,2024-10-04,12
8,fix 15%,2380,2024-10-08,6
8,fix 15%,2382,2024-10-11,18
8,fix 15%,2384,2024-10-15,21
8,fix 15%,2394,2024-10-29,52
8,fix 15%,2399,2024-11-06,4
8,fix 15%,2402,2024-11-11,43
8,fix 15%,2403,2024-11-12,36
8,fix 15%,2405,2024-11-14,30
8,fix 15%,2406,2024-11-15,18
8,fix 15%,2407,2024-11-18,61
8,fix 15%,2411,2024-11-22,1
8,fix 15%,2415,2024-11-28,22
8,fix 15%,2417,2024-12-02,20
8,fix 15%,2418,2024-12-03,10
8,fix 15%,2422,2024-12-09,19
8,fix 15%,2424,2024-12-11,28
8,fix 15%,2427,2024-12-16,128
8,fix 15%,2430,2024-12-19,9
8,fix 15%,2431,2024-12-20,18
8,fix 15%,2432,2024-12-23,14
8,fix 15%,2437,2024-12-30,22
8,fix 15%,2438,2024-12-31,10
8,fix 15%,2439,2025-01-02,8
8,fix 15%,2444,2025-01-09,37
8,fix 15%,2445,2025-01-10,96
8,fix 15%,2446,2025-01-13,140
8,fix 15%,2448,2025-01-15,6
8,fix 15%,2450,2025-01-17,15
8,fix 15%,2454,2025-02-03,33
8,fix 15%,2455,2025-02-04,31
8,fix 15%,2473,2025-03-03,38
8,fix 15%,2477,2025-03-07,36
8,fix 15%,2479,2025-03-11,4
8,fix 15%,2481,2025-03-13,25
8,fix 15%,2483,2025-03-17,30
8,fix 15%,2488,2025-03-24,26
8,fix 15%,2489,2025-03-25,10
8,fix 15%,2492,2025-03-28,122
8,fix 15%,2493,2025-03-31,262
8,fix 15%,2496,2025-04-07,205
8,fix 15%,2497,2025-04-08,789
8,fix 15%,2498,2025-04-09,205
8,fix 15%,2528,2025-05-22,7
8,fix 15%,2542,2025-06-12,116
8,fix 15%,2543,2025-06-13,252
8,fix 15%,2545,2025-06-17,13
8,fix 15%,2564,2025-07-14,1
8,fix 15%,2575,2025-07-29,24
8,fix 15%,2576,2025-07-30,3
8,fix 15%,2588,2025-08-15,2
8,fix 15%,2591,2025-08-20,9
8,fix 15%,2600,2025-09-02,1
8,fix 15%,2620,2025-10-01,1
8,fix 15%,2625,2025-10-09,14
8,fix 15%,2627,2025-10-14,2
8,fix 15%,2641,2025-11-04,2
8,fix 15%,2643,2025-11-06,14
8,fix 15%,2645,2025-11-10,1
8,fix 15%,2646,2025-11-11,18
8,fix 15%,2648,2025-11-13,7
8,fix 15%,2649,2025-11-14,13
8,fix 15%,2650,2025-11-17,29
8,fix 15%,2651,2025-11-18,115
8,fix 15%,2652,2025-11-19,117
8,fix 15%,2654,2025-11-21,82
8,fix 15%,2666,2025-12-09,21
8,fix 15%,2671,2025-12-16,22
8,fix 15%,2672,2025-12-17,26
8,fix 15%,2686,2026-01-08,14
8,fix 15%,2689,2026-01-13,45
8,fix 15%,2692,2026-01-16,2
8,fix 15%,2703,2026-02-02,31
8,fix 15%,2706,2026-02-05,34
8,fix 15%,2707,2026-02-06,59
8,fix 15%,2708,2026-02-09,28
8,fix 15%,2714,2026-02-26,1
8,fix 15%,2716,2026-03-03,5
8,fix 15%,2717,2026-03-04,93
8,fix 15%,2720,2026-03-09,150
8,fix 15%,2727,2026-03-18,5
8,fix 15%,2730,2026-03-23,9
8,fix 15%,2735,2026-03-30,4
8,fix 15%,2736,2026-03-31,4
8,fix 15%,2738,2026-04-02,15
8,fix 15%,2752,2026-04-24,2
8,fix 15%,2764,2026-05-13,5
8,fix 15%,2769,2026-05-20,2
8,fix 15%,2802,2026-07-07,1
8,fix 15%,2809,2026-07-17,3
8,fix 15%,2810,2026-07-20,1
8,fix 15%,2816,2026-07-28,6
8,fix 15%,2817,2026-07-29,7
8,fix 15%,2818,2026-07-30,1
8,fix 20%,552,2017-04-14,200
8,fix 20%,679,2017-10-16,192
8,fix 20%,688,2017-10-27,9
8,fix 20%,693,2017-11-03,9
8,fix 20%,697,2017-11-09,3
8,fix 20%,699,2017-11-13,16
8,fix 20%,710,2017-11-28,13
8,fix 20%,714,2017-12-04,14
8,fix 20%,716,2017-12-06,31
8,fix 20%,717,2017-12-07,48
8,fix 20%,721,2017-12-13,16
8,fix 20%,725,2017-12-19,9
8,fix 20%,738,2018-01-08,2
8,fix 20%,741,2018-01-11,13
8,fix 20%,743,2018-01-15,10
8,fix 20%,751,2018-01-25,7
8,fix 20%,753,2018-01-29,1
8,fix 20%,759,2018-02-06,14
8,fix 20%,760,2018-02-07,9
8,fix 20%,761,2018-02-08,9
8,fix 20%,762,2018-02-09,210
8,fix 20%,763,2018-02-12,26
8,fix 20%,773,2018-03-07,4
8,fix 20%,782,2018-03-20,40
8,fix 20%,793,2018-04-03,12
8,fix 20%,794,2018-04-09,8
8,fix 20%,799,2018-04-16,13
8,fix 20%,800,2018-04-17,2
8,fix 20%,801,2018-04-18,11
8,fix 20%,804,2018-04-23,22
8,fix 20%,805,2018-04-24,14
8,fix 20%,806,2018-04-25,6
8,fix 20%,807,2018-04-26,59
8,fix 20%,808,2018-04-27,19
8,fix 20%,825,2018-05-23,9
8,fix 20%,844,2018-06-20,4
8,fix 20%,847,2018-06-25,8
8,fix 20%,848,2018-06-26,1
8,fix 20%,850,2018-06-28,7
8,fix 20%,853,2018-07-03,12
8,fix 20%,855,2018-07-05,10
8,fix 20%,864,2018-07-18,3
8,fix 20%,867,2018-07-23,63
8,fix 20%,875,2018-08-02,4
8,fix 20%,877,2018-08-06,2
8,fix 20%,882,2018-08-13,81
8,fix 20%,884,2018-08-15,6
8,fix 20%,885,2018-08-16,3
8,fix 20%,886,2018-08-17,4
8,fix 20%,887,2018-08-20,26
8,fix 20%,889,2018-08-22,9
8,fix 20%,890,2018-08-23,4
8,fix 20%,891,2018-08-24,38
8,fix 20%,897,2018-09-03,7
8,fix 20%,900,2018-09-06,4
8,fix 20%,901,2018-09-07,42
8,fix 20%,902,2018-09-10,55
8,fix 20%,903,2018-09-11,5
8,fix 20%,905,2018-09-13,40
8,fix 20%,910,2018-09-20,53
8,fix 20%,913,2018-09-26,10
8,fix 20%,914,2018-09-27,6
8,fix 20%,915,2018-09-28,6
8,fix 20%,917,2018-10-02,6
8,fix 20%,918,2018-10-03,31
8,fix 20%,920,2018-10-05,241
8,fix 20%,921,2018-10-08,1
8,fix 20%,922,2018-10-09,102
8,fix 20%,923,2018-10-11,297
8,fix 20%,924,2018-10-12,36
8,fix 20%,930,2018-10-22,44
8,fix 20%,933,2018-10-25,28
8,fix 20%,934,2018-10-26,15
8,fix 20%,935,2018-10-29,1
8,fix 20%,956,2018-11-27,17
8,fix 20%,974,2018-12-21,13
8,fix 20%,982,2019-01-03,30
8,fix 20%,1053,2019-04-29,186
8,fix 20%,1058,2019-05-07,11
8,fix 20%,1061,2019-05-10,19
8,fix 20%,1063,2019-05-14,25
8,fix 20%,1067,2019-05-20,25
8,fix 20%,1074,2019-05-29,33
8,fix 20%,1106,2019-07-15,75
8,fix 20%,1125,2019-08-12,1
8,fix 20%,1168,2019-10-16,3
8,fix 20%,1207,2019-12-10,3
8,fix 20%,1227,2020-01-08,6
8,fix 20%,1236,2020-01-30,62
8,fix 20%,1237,2020-01-31,45
8,fix 20%,1238,2020-02-03,96
8,fix 20%,1248,2020-02-17,3
8,fix 20%,1254,2020-02-25,7
8,fix 20%,1255,2020-02-26,3
8,fix 20%,1256,2020-02-27,22
8,fix 20%,1257,2020-03-02,42
8,fix 20%,1264,2020-03-11,73
8,fix 20%,1265,2020-03-12,259
8,fix 20%,1266,2020-03-13,206
8,fix 20%,1267,2020-03-16,205
8,fix 20%,1268,2020-03-17,110
8,fix 20%,1269,2020-03-18,111
8,fix 20%,1270,2020-03-19,154
8,fix 20%,1272,2020-03-23,102
8,fix 20%,1351,2020-07-17,2
8,fix 20%,1357,2020-07-27,15
8,fix 20%,1375,2020-08-20,3
8,fix 20%,1388,2020-09-08,1
8,fix 20%,1391,2020-09-11,13
8,fix 20%,1400,2020-09-24,1
8,fix 20%,1401,2020-09-25,26
8,fix 20%,1404,2020-09-30,3
8,fix 20%,1409,2020-10-12,1
8,fix 20%,1411,2020-10-14,11
8,fix 20%,1430,2020-11-10,17
8,fix 20%,1433,2020-11-13,11
8,fix 20%,1449,2020-12-07,11
8,fix 20%,1453,2020-12-11,5
8,fix 20%,1454,2020-12-14,3
8,fix 20%,1458,2020-12-18,4
8,fix 20%,1463,2020-12-25,9
8,fix 20%,1470,2021-01-06,6
8,fix 20%,1472,2021-01-08,1
8,fix 20%,1473,2021-01-11,9
8,fix 20%,1477,2021-01-15,11
8,fix 20%,1480,2021-01-20,18
8,fix 20%,1487,2021-01-29,15
8,fix 20%,1488,2021-02-01,22
8,fix 20%,1505,2021-03-08,4
8,fix 20%,1542,2021-05-03,2
8,fix 20%,1543,2021-05-04,3
8,fix 20%,1544,2021-05-05,5
8,fix 20%,1545,2021-05-06,8
8,fix 20%,1547,2021-05-10,1
8,fix 20%,1548,2021-05-11,18
8,fix 20%,1549,2021-05-12,95
8,fix 20%,1550,2021-05-13,22
8,fix 20%,1551,2021-05-14,23
8,fix 20%,1552,2021-05-17,210
8,fix 20%,1568,2021-06-08,12
8,fix 20%,1584,2021-07-01,23
8,fix 20%,1593,2021-07-14,2
8,fix 20%,1603,2021-07-28,1
8,fix 20%,1613,2021-08-11,4
8,fix 20%,1614,2021-08-12,29
8,fix 20%,1616,2021-08-16,15
8,fix 20%,1617,2021-08-17,35
8,fix 20%,1618,2021-08-18,26
8,fix 20%,1620,2021-08-20,29
8,fix 20%,1622,2021-08-24,1
8,fix 20%,1631,2021-09-06,7
8,fix 20%,1632,2021-09-07,2
8,fix 20%,1633,2021-09-08,25
8,fix 20%,1636,2021-09-13,5
8,fix 20%,1637,2021-09-14,3
8,fix 20%,1640,2021-09-17,29
8,fix 20%,1641,2021-09-22,1
8,fix 20%,1642,2021-09-23,1
8,fix 20%,1645,2021-09-28,3
8,fix 20%,1646,2021-09-29,16
8,fix 20%,1648,2021-10-01,45
8,fix 20%,1649,2021-10-04,50
8,fix 20%,1650,2021-10-05,29
8,fix 20%,1651,2021-10-06,19
8,fix 20%,1654,2021-10-12,52
8,fix 20%,1655,2021-10-13,50
8,fix 20%,1658,2021-10-18,5
8,fix 20%,1662,2021-10-22,6
8,fix 20%,1665,2021-10-27,6
8,fix 20%,1677,2021-11-12,3
8,fix 20%,1682,2021-11-19,5
8,fix 20%,1693,2021-12-06,1
8,fix 20%,1716,2022-01-07,20
8,fix 20%,1718,2022-01-11,22
8,fix 20%,1721,2022-01-14,43
8,fix 20%,1724,2022-01-19,4
8,fix 20%,1726,2022-01-21,4
8,fix 20%,1728,2022-01-25,33
8,fix 20%,1735,2022-02-14,5
8,fix 20%,1743,2022-02-24,4
8,fix 20%,1749,2022-03-07,8
8,fix 20%,1750,2022-03-08,62
8,fix 20%,1751,2022-03-09,34
8,fix 20%,1754,2022-03-14,4
8,fix 20%,1755,2022-03-15,44
8,fix 20%,1763,2022-03-25,24
8,fix 20%,1770,2022-04-07,2
8,fix 20%,1772,2022-04-11,32
8,fix 20%,1773,2022-04-12,22
8,fix 20%,1776,2022-04-15,8
8,fix 20%,1777,2022-04-18,4
8,fix 20%,1778,2022-04-19,18
8,fix 20%,1781,2022-04-22,1
8,fix 20%,1782,2022-04-25,53
8,fix 20%,1783,2022-04-26,2
8,fix 20%,1784,2022-04-27,26
8,fix 20%,1788,2022-05-04,1
8,fix 20%,1791,2022-05-09,53
8,fix 20%,1792,2022-05-10,2
8,fix 20%,1793,2022-05-11,3
8,fix 20%,1794,2022-05-12,53
8,fix 20%,1814,2022-06-10,21
8,fix 20%,1815,2022-06-13,12
8,fix 20%,1816,2022-06-14,8
8,fix 20%,1818,2022-06-16,52
8,fix 20%,1819,2022-06-17,46
8,fix 20%,1820,2022-06-20,102
8,fix 20%,1822,2022-06-22,17
8,fix 20%,1827,2022-06-29,7
8,fix 20%,1828,2022-06-30,21
8,fix 20%,1829,2022-07-01,81
8,fix 20%,1830,2022-07-04,20
8,fix 20%,1832,2022-07-06,26
8,fix 20%,1836,2022-07-12,14
8,fix 20%,1886,2022-09-21,23
8,fix 20%,1888,2022-09-23,7
8,fix 20%,1889,2022-09-26,71
8,fix 20%,1890,2022-09-27,47
8,fix 20%,1891,2022-09-28,57
8,fix 20%,1899,2022-10-11,29
8,fix 20%,1901,2022-10-13,127
8,fix 20%,1906,2022-10-20,8
8,fix 20%,1907,2022-10-21,13
8,fix 20%,1909,2022-10-25,8
8,fix 20%,1910,2022-10-26,9
8,fix 20%,1912,2022-10-28,17
8,fix 20%,1927,2022-11-18,2
8,fix 20%,1948,2022-12-19,5
8,fix 20%,1949,2022-12-20,11
8,fix 20%,1997,2023-03-13,6
8,fix 20%,1999,2023-03-15,19
8,fix 20%,2000,2023-03-16,3
8,fix 20%,2023,2023-04-21,2
8,fix 20%,2048,2023-05-29,27
8,fix 20%,2077,2023-07-11,133
8,fix 20%,2086,2023-07-24,19
8,fix 20%,2096,2023-08-08,11
8,fix 20%,2098,2023-08-10,25
8,fix 20%,2100,2023-08-14,154
8,fix 20%,2101,2023-08-15,93
8,fix 20%,2105,2023-08-21,55
8,fix 20%,2109,2023-08-25,11
8,fix 20%,2111,2023-08-29,60
8,fix 20%,2120,2023-09-11,53
8,fix 20%,2121,2023-09-12,45
8,fix 20%,2128,2023-09-21,96
8,fix 20%,2135,2023-10-03,45
8,fix 20%,2142,2023-10-16,45
8,fix 20%,2144,2023-10-18,37
8,fix 20%,2145,2023-10-19,45
8,fix 20%,2146,2023-10-20,5
8,fix 20%,2153,2023-10-31,26
8,fix 20%,2179,2023-12-06,22
8,fix 20%,2208,2024-01-17,25
8,fix 20%,2209,2024-01-18,4
8,fix 20%,2228,2024-02-23,17
8,fix 20%,2237,2024-03-08,5
8,fix 20%,2241,2024-03-14,1
8,fix 20%,2260,2024-04-12,1
8,fix 20%,2261,2024-04-15,3
8,fix 20%,2262,2024-04-16,8
