market,出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Date,SecuritiesCompanyCode,CompanyName,待註銷股本股數（單位：股）
tpex,,115,2,,,1976132.00,3595550.00,5571682.00,2185867.00,775406.00,2961273.00,1006739.00,,990501.00,56991.00,-114359.00,,1939872.00,,,670537.00,2610409.00,,0.00,0.00,19.27,1150905,5011,久陽,0.00
tpex,,115,2,,,5463334.00,3570476.00,9033810.00,2195923.00,1500951.00,3696874.00,1334160.00,,20054.00,2585243.00,836.00,,3940293.00,,,1396643.00,5336936.00,,0.00,0.00,29.53,1150905,5013,強新,
tpex,,115,2,,,5106846.00,4008675.00,9115521.00,5122691.00,1335958.00,6458649.00,1832651.00,,363596.00,508630.00,-57092.00,0.00,2647785.00,,,9087.00,2656872.00,,0.00,0.00,14.45,1150905,5014,建錩,0.00
tpex,,115,2,,,1953355.00,605029.00,2558384.00,1325135.00,28892.00,1354027.00,606392.00,,75760.00,554071.00,-31866.00,,1204357.00,,,,1204357.00,,0.00,0.00,19.86,1150905,5015,華祺,
tpex,,115,2,,,1666968.00,993299.00,2660267.00,574169.00,576882.00,1151051.00,496221.00,,8000.00,1005593.00,-11873.00,,1497941.00,,,11275.00,1509216.00,,0.00,0.00,30.19,1150905,5016,松和,0.00
tpex,,115,2,,,534107.00,421209.00,955316.00,188205.00,127222.00,315427.00,386746.00,,204025.00,84427.00,-38324.00,,636874.00,,,3015.00,639889.00,,0.00,0.00,16.47,1150905,5201,凱衛,0.00
tpex,,115,2,,,470076.00,660631.00,1130707.00,64888.00,14175.00,79063.00,890940.00,,73001.00,95344.00,-7644.00,,1051641.00,,,3.00,1051644.00,,0.00,0.00,11.80,1150905,5202,力新,0.00
tpex,,115,2,,,61188.00,46604.00,107792.00,26500.00,5832.00,32332.00,135000.00,,12433.00,-13024.00,-59965.00,,74444.00,,,1016.00,75460.00,,0.00,0.00,5.51,1150905,5205,中茂,
tpex,,115,2,,,17490206.00,96465.00,17586671.00,13473793.00,17549.00,13491342.00,1800934.00,,91297.00,2203098.00,0.00,0.00,4095329.00,,,,4095329.00,,0.00,0.00,23.88,1150905,5206,坤悅,0.00
tpex,,115,2,,,4457461.00,433319.00,4890780.00,3682550.00,172306.00,3854856.00,285672.00,,237132.00,515868.00,-2751.00,,1035921.00,,,3.00,1035924.00,,15879.00,0.00,36.26,1150905,5209,新鼎,0.00
tpex,,115,2,,,535036.00,473994.00,1009030.00,110355.00,53282.00,163637.00,821778.00,,180003.00,-132428.00,-23960.00,0.00,845393.00,,,0.00,845393.00,,0.00,0.00,10.29,1150905,5210,寶碩,
tpex,,115,2,,,230710.00,161076.00,391786.00,26777.00,13789.00,40566.00,320247.00,,112766.00,-93507.00,1237.00,,340743.00,,,10477.00,351220.00,,0.00,0.00,10.64,1150905,5211,蒙恬,
tpex,,115,2,,,1005805.00,198625.00,1204430.00,237718.00,396200.00,633918.00,346330.00,,42564.00,166348.00,1847.00,,557089.00,,,13423.00,570512.00,,0.00,0.00,16.09,1150905,5212,凌網,
tpex,,115,2,,,64457261.00,5571681.00,70028942.00,42676310.00,11493344.00,54169654.00,7213343.00,,4959904.00,2230985.00,40978.00,-31810.00,14413400.00,,,1445888.00,15859288.00,,0.00,1420000.00,20.02,1150905,5213,亞昕,0.00
tpex,,115,2,,,628319.00,616044.00,1244363.00,319229.00,179990.00,499219.00,396670.00,,45834.00,308659.00,112.00,-6131.00,745144.00,,,,745144.00,,0.00,303000.00,18.93,1150905,5220,萬達光電,0.00
tpex,,115,2,,,1551989.00,2150016.00,3702005.00,920692.00,409803.00,1330495.00,445498.00,,561556.00,991753.00,372703.00,,2371510.00,,,,2371510.00,,0.00,0.00,53.23,1150905,5223,安力-KY,0.00
tpex,,115,2,,,496464.00,382108.00,878572.00,205016.00,41492.00,246508.00,974150.00,,429000.00,-798068.00,26982.00,,632064.00,,,,632064.00,,11100000.00,0.00,7.99,1150905,5227,立凱-KY,0.00
tpex,,115,2,,,361042.00,887203.00,1248245.00,220916.00,447452.00,668368.00,380563.00,,71655.00,124500.00,3159.00,,,,,,579877.00,,0.00,0.00,15.24,1150905,5228,鈺鎧,0.00
tpex,,115,2,,,1173615.00,1164669.00,2338284.00,643166.00,394608.00,1037774.00,559768.00,,630418.00,194170.00,-69008.00,-22864.00,1292484.00,,,8026.00,1300510.00,,0.00,1231000.00,23.61,1150905,5230,雷笛克光學,
tpex,,115,2,,,647955.00,984607.00,1632562.00,875201.00,150697.00,1025898.00,451271.00,,302593.00,-62509.00,,-84691.00,606664.00,,,0.00,606664.00,,0.00,1830000.00,14.01,1150905,5245,智晶,
tpex,,115,2,,,426400.00,83692.00,510092.00,67243.00,11440.00,78683.00,337334.00,,65003.00,34694.00,-5622.00,0.00,431409.00,,,,431409.00,,0.00,0.00,12.79,1150905,5251,天鉞電,
tpex,,115,2,,,3282555.00,3207193.00,6489748.00,1803578.00,851944.00,2655522.00,739369.00,,3277323.00,85994.00,40662.00,-309122.00,3834226.00,,,,3834226.00,,0.00,3000000.00,54.05,1150905,5263,智崴,
tpex,,115,2,,,285586.00,703105.00,988691.00,93489.00,72626.00,166115.00,552761.00,,243630.00,-58797.00,84982.00,,,,,,822576.00,,0.00,0.00,14.88,1150905,5272,笙科,
tpex,,115,2,,,12524335.00,1802461.00,14326796.00,6200544.00,309143.00,6509687.00,415830.00,,1489737.00,5946298.00,-60387.00,,7791478.00,,,25631.00,7817109.00,,0.00,0.00,206.11,1150905,5274,信驊,
tpex,,115,2,,,634295.00,203500.00,837795.00,300118.00,16967.00,317085.00,395000.00,,104156.00,138556.00,-117002.00,,520710.00,,,,520710.00,,0.00,0.00,13.18,1150905,5276,達輝-KY,0.00
tpex,,115,2,,,7904488.00,356097.00,8260585.00,2771154.00,300718.00,3071872.00,300000.00,,3114130.00,267665.00,143778.00,-160669.00,3664904.00,,,1523809.00,5188713.00,,0.00,6767002.00,12.50,1150905,5278,尚凡*,0.00
tpex,,115,2,,,2046118.00,2571046.00,4617164.00,1317746.00,504131.00,1821877.00,657386.00,,431880.00,1924220.00,-234812.00,,2778674.00,,,16613.00,2795287.00,,0.00,0.00,46.07,1150905,5287,數字,
tpex,,115,2,,,42054184.00,4043123.00,46097307.00,18023760.00,4560610.00,22584370.00,982824.00,,2245738.00,20264304.00,-204768.00,,23288098.00,,,224839.00,23512937.00,,0.00,0.00,241.67,1150905,5289,宜鼎,3800.00
tpex,,115,2,,,1351803.00,924275.00,2276078.00,900524.00,378833.00,1279357.00,398906.00,,183159.00,424815.00,-20207.00,0.00,986673.00,,,10048.00,996721.00,,0.00,0.00,24.73,1150905,5291,邑昇,
tpex,,115,2,,,2169334.00,1969618.00,4138952.00,814931.00,2035.00,816966.00,508890.00,,1670211.00,1139010.00,3875.00,,3321986.00,,,,3321986.00,,0.00,0.00,65.28,1150905,5299,杰力,
tpex,,115,2,,,632633.00,107360.00,739993.00,185252.00,32469.00,217721.00,658903.00,,197.00,-146791.00,-3908.00,,508401.00,,,13871.00,522272.00,,0.00,0.00,7.72,1150905,5301,寶得利,
tpex,,115,2,,,24026.00,1712315.00,1736341.00,218553.00,275038.00,493591.00,1598883.00,,1062.00,-348427.00,-10908.00,,1240610.00,,,2140.00,1242750.00,,0.00,0.00,7.76,1150905,5302,太欣,
tpex,,115,2,,,5052081.00,3398650.00,8450731.00,1130204.00,1656100.00,2786304.00,2309675.00,,2879833.00,204753.00,-66522.00,-31289.00,5296450.00,,,367977.00,5664427.00,,601400.00,895000.00,23.02,1150905,5309,系統電,0.00
tpex,,115,2,,,334148.00,27677.00,361825.00,23531.00,3681.00,27212.00,289435.00,,0.00,45178.00,0.00,,334613.00,,,,334613.00,,0.00,0.00,11.56,1150905,5310,天剛,
tpex,,115,2,,,6117851.00,3854910.00,9972761.00,3692204.00,1994115.00,5686319.00,600599.00,,475109.00,2534309.00,676425.00,0.00,4286442.00,,,0.00,4286442.00,,0.00,0.00,71.37,1150905,5312,寶島科,0.00
tpex,,115,2,,,3251388.00,4716552.00,7967940.00,3322244.00,627462.00,3949706.00,602980.00,,16706.00,1359814.00,8691.00,-197260.00,1790931.00,,,2227303.00,4018234.00,,0.00,2503000.00,6.19,1150905,5314,世紀*,0.00
tpex,,115,2,,,2033168.00,257511.00,2290679.00,531732.00,28702.00,560434.00,1063518.00,,51410.00,735910.00,-120593.00,,1730245.00,,,,1730245.00,,0.00,0.00,16.27,1150905,5315,光聯,
tpex,,115,2,,,1395306.00,3469457.00,4864763.00,1898512.00,2123254.00,4021766.00,595431.00,,237150.00,-35734.00,54.00,,796901.00,,,46096.00,842997.00,,6363347.00,0.00,13.38,1150905,5321,美而快,
tpex,,115,2,,,9635431.00,1463752.00,11099183.00,6967083.00,2541209.00,9508292.00,2263791.00,,17484.00,-595585.00,-213065.00,,1472625.00,,,118266.00,1590891.00,,0.00,0.00,6.51,1150905,5324,士開,
tpex,,115,2,,,1852527.00,1067108.00,2919635.00,616445.00,27444.00,643889.00,1727107.00,,9688.00,213621.00,320655.00,,2271071.00,,,4675.00,2275746.00,,0.00,0.00,13.15,1150905,5328,華容,0.00
tpex,,115,2,,,1656811.00,1475590.00,3132401.00,753284.00,6478.00,759762.00,1948940.00,,,423699.00,,,,,,,2372639.00,,0.00,0.00,12.17,1150905,5340,建榮,0.00
tpex,,115,2,,,284355.00,348739.00,633094.00,81565.00,46154.00,127719.00,794474.00,,,-234099.00,-55000.00,,,,,,505375.00,,0.00,0.00,6.36,1150905,5344,立衛,
tpex,,115,2,,,161281.00,53472.00,214753.00,1889.00,0.00,1889.00,377950.00,,21561.00,-186647.00,,,212864.00,,,,212864.00,,0.00,0.00,5.63,1150905,5345,馥鴻,
tpex,,115,2,,,67501485.00,151685349.00,219186834.00,50151915.00,76123688.00,126275603.00,18783396.00,,21444374.00,24053146.00,-1305279.00,,62975637.00,,,29935594.00,92911231.00,,0.00,0.00,33.53,1150905,5347,世界,
tpex,,115,2,,,187330.00,46288.00,233618.00,76497.00,23816.00,100313.00,147759.00,,1104.00,-39653.00,-591.00,0.00,108619.00,0.00,,24686.00,133305.00,,0.00,0.00,7.35,1150905,5348,正能量智能,
tpex,,115,2,,,8639037.00,3645303.00,12284340.00,3553336.00,1432970.00,4986306.00,3291941.00,,857340.00,1696287.00,1363189.00,,7208757.00,,,89277.00,7298034.00,,172000.00,0.00,21.94,1150905,5351,鈺創,0.00
tpex,,115,2,,,1416766.00,871778.00,2288544.00,732186.00,94498.00,826684.00,757650.00,,199230.00,376614.00,128366.00,,1461860.00,,,,1461860.00,,0.00,0.00,19.29,1150905,5353,台林,
tpex,,115,2,,,614965.00,442318.00,1057283.00,235326.00,99634.00,334960.00,1661228.00,,474.00,-916400.00,-22979.00,,722323.00,,,0.00,722323.00,,0.00,0.00,4.35,1150905,5355,佳總,
tpex,,115,2,,,3398424.00,2689855.00,6088279.00,1306857.00,393736.00,1700593.00,1030400.00,,367284.00,3155538.00,-165536.00,,4387686.00,,,,4387686.00,,0.00,0.00,42.58,1150905,5356,協益,
tpex,,115,2,,,488367.00,622737.00,1111104.00,357428.00,42405.00,399833.00,638499.00,,196654.00,-70673.00,-72696.00,,691784.00,,,19487.00,711271.00,,0.00,0.00,10.83,1150905,5364,力麗店,
tpex,,115,2,,,1602995.00,3524047.00,5127042.00,1488784.00,1263558.00,2752342.00,2076906.00,,83632.00,79310.00,65798.00,,2305646.00,,,69054.00,2374700.00,,0.00,0.00,11.10,1150905,5381,光譜,
tpex,,115,2,,,9119907.00,43661.00,9163568.00,5963422.00,1557.00,5964979.00,541213.00,,78871.00,2584494.00,-5989.00,,,,,,3198589.00,,0.00,0.00,88.65,1150905,5386,青雲,
tpex,,115,2,,,7794230.00,7801626.00,15595856.00,4828408.00,2614534.00,7442942.00,1800934.00,,2659577.00,1431876.00,-92411.00,-5714.00,5794262.00,,,2358652.00,8152914.00,,0.00,1028147.00,33.01,1150905,5392,能率,
tpex,,115,2,,,289681.00,281056.00,570737.00,47426.00,4638.00,52064.00,494655.00,,65853.00,12099.00,-53934.00,,518673.00,,,,518673.00,,0.00,0.00,10.49,1150905,5398,慕康生醫,
tpex,,115,2,,,3162590.00,1453571.00,4616161.00,1845474.00,239616.00,2085090.00,781207.00,,368403.00,1461445.00,-15721.00,-64263.00,,,,,2531071.00,,0.00,688000.00,32.69,1150905,5403,中菲,
tpex,,115,2,,,9266909.00,1017443.00,10284352.00,8597363.00,83420.00,8680783.00,931386.00,,61705.00,589504.00,20769.00,,1603364.00,,,205.00,1603569.00,,854000.00,0.00,17.21,1150905,5410,國眾,
tpex,,115,2,,,12746453.00,9317039.00,22063492.00,7011541.00,4147817.00,11159358.00,2634854.00,,2322386.00,3580351.00,-166954.00,-732278.00,7638359.00,,,3265775.00,10904134.00,,0.00,18768750.00,31.21,1150905,5425,台半,0.00
tpex,,115,2,,,1627684.00,1547462.00,3175146.00,631295.00,240409.00,871704.00,1438000.00,,77934.00,818232.00,-35478.00,0.00,2298688.00,,,4754.00,2303442.00,,0.00,0.00,15.99,1150905,5426,振發,0.00
tpex,,115,2,,,510797.00,122797.00,633594.00,112152.00,2864.00,115016.00,206878.00,,,339232.00,-27532.00,,,,,,518578.00,,0.00,0.00,25.07,1150905,5432,新門,0.00
tpex,,115,2,,,974615.00,2718498.00,3693113.00,404855.00,47136.00,451991.00,1125365.00,,,1254261.00,861496.00,,3241122.00,,,,3241122.00,,0.00,0.00,28.80,1150905,5438,東友,0.00
tpex,,115,2,,,8992883.00,3488689.00,12481572.00,5303855.00,3142745.00,8446600.00,929767.00,,936882.00,2168282.00,41.00,,4034972.00,,,,4034972.00,,10.00,0.00,43.40,1150905,5439,高技,
tpex,,115,2,,,5384333.00,25314708.00,30699041.00,5968352.00,2174231.00,8142583.00,1647466.00,,270598.00,631778.00,18168861.00,-462609.00,20256094.00,,,2300364.00,22556458.00,,0.00,3668000.00,125.75,1150905,5443,均豪,0.00
tpex,,115,2,,,1884447.00,1686107.00,3570554.00,603274.00,1168848.00,1772122.00,1224032.00,,100784.00,276625.00,196991.00,,1798432.00,,,,1798432.00,,0.00,0.00,14.69,1150905,5450,南良,
tpex,,115,2,,,3820447.00,832070.00,4652517.00,1733562.00,480882.00,2214444.00,1487637.00,,161630.00,501588.00,54575.00,-31487.00,2173943.00,0.00,,264130.00,2438073.00,,0.00,1000000.00,14.71,1150905,5452,佶優,0.00
tpex,,115,2,,,5324433.00,95328.00,5419761.00,4055956.00,840.00,4056796.00,655018.00,,3737.00,679119.00,25091.00,,,,,,1362965.00,,0.00,0.00,20.81,1150905,5455,昇益,
tpex,,115,2,,,22288842.00,11870547.00,34159389.00,19873455.00,2238737.00,22112192.00,1964288.00,,1136646.00,2148486.00,265709.00,,5515129.00,,,6532068.00,12047197.00,,0.00,0.00,28.08,1150905,5457,宣德,
tpex,,115,2,,,586094.00,237069.00,823163.00,51405.00,27332.00,78737.00,587781.00,,13799.00,158534.00,-15688.00,,744426.00,,,,744426.00,,0.00,0.00,12.67,1150905,5460,同協,
tpex,,115,2,,,1987800.00,2163262.00,4151062.00,1702542.00,1127721.00,2830263.00,710715.00,,271618.00,338466.00,,,1320799.00,,,,1320799.00,,0.00,0.00,18.58,1150905,5464,霖宏,
tpex,,115,2,,,4122402.00,781463.00,4903865.00,1760600.00,27044.00,1787644.00,1476826.00,,315269.00,607104.00,76748.00,,2475947.00,,,640274.00,3116221.00,,0.00,0.00,16.77,1150905,5465,富驊,
tpex,,115,2,,,607729.00,85008.00,692737.00,103218.00,25910.00,129128.00,589229.00,,154881.00,-148501.00,-32000.00,,563609.00,,,,563609.00,,0.00,0.00,9.57,1150905,5468,凱鈺,
tpex,,115,2,,,1386841.00,1201702.00,2588543.00,573528.00,55797.00,629325.00,397569.00,,793.00,1560856.00,,0.00,,,,,1959218.00,,0.00,0.00,49.28,1150905,5474,聰泰,0.00
tpex,,115,2,,,1600296.00,1373339.00,2973635.00,833815.00,1059113.00,1892928.00,1271270.00,,,-768612.00,586462.00,,1089120.00,,,-8413.00,1080707.00,,0.00,0.00,8.57,1150905,5475,德宏,
tpex,,115,2,,,15962939.00,4126201.00,20089140.00,9792070.00,299923.00,10091993.00,1560743.00,,4079221.00,3492095.00,154336.00,-567008.00,8719387.00,,,1277760.00,9997147.00,,0.00,6246414.00,58.20,1150905,5478,智冠,
tpex,,115,2,,,471143.00,1031696.00,1502839.00,19901.00,310786.00,330687.00,714029.00,,80172.00,444040.00,-176.00,-65913.00,1172152.00,,,,1172152.00,,0.00,5000000.00,17.65,1150905,5481,新華,
tpex,,115,2,,,105676641.00,164819801.00,270496442.00,80498161.00,67269571.00,147767732.00,6412217.00,,32298803.00,23643332.00,-6841260.00,-4382100.00,51130992.00,,,71597718.00,122728710.00,,0.00,27050000.00,83.25,1150905,5483,中美晶,0.00
tpex,,115,2,,,474203.00,98832.00,573035.00,29878.00,21256.00,51134.00,242225.00,,40846.00,233767.00,5063.00,,521901.00,,,,521901.00,,0.00,0.00,21.55,1150905,5487,通泰,0.00
tpex,,115,2,,,1292529.00,153312.00,1445841.00,387540.00,43657.00,431197.00,915861.00,,0.00,54486.00,44297.00,0.00,1014644.00,,,0.00,1014644.00,,0.00,0.00,11.08,1150905,5488,松普,0.00
tpex,,115,2,,,2002762.00,927628.00,2930390.00,571552.00,123210.00,694762.00,1027064.00,,111875.00,1263296.00,35.00,-171768.00,2230502.00,,,5126.00,2235628.00,,0.00,4235000.00,22.65,1150905,5489,彩富,
tpex,,115,2,,,1766894.00,226057.00,1992951.00,579491.00,64465.00,643956.00,961522.00,,82291.00,372753.00,15247.00,-82818.00,1348995.00,,,,1348995.00,,0.00,3000000.00,14.48,1150905,5490,同亨,
tpex,,115,2,,,4303571.00,2351547.00,6655118.00,3203647.00,387499.00,3591146.00,436892.00,,44199.00,1062381.00,275324.00,,1818796.00,,,1245176.00,3063972.00,,0.00,0.00,41.63,1150905,5493,三聯,0.00
tpex,,115,2,,,2654416.00,1688888.00,4343304.00,1540624.00,592237.00,2132861.00,1935485.00,,68024.00,237542.00,-49294.00,,2191757.00,,,18686.00,2210443.00,,0.00,0.00,11.32,1150905,5498,凱崴,
tpex,,115,2,,,19158888.00,101990.00,19260878.00,10752778.00,3046128.00,13798906.00,2174281.00,,216152.00,3071539.00,0.00,,5461972.00,,,,5461972.00,,0.00,0.00,25.12,1150905,5508,永信建,
tpex,,115,2,,,13870937.00,2756329.00,16627266.00,8284734.00,996607.00,9281341.00,1360000.00,,143538.00,5667338.00,60819.00,,7231695.00,,,114230.00,7345925.00,,0.00,0.00,63.75,1150905,5511,德昌,
tpex,,115,2,,,29074322.00,16980874.00,46055196.00,17528298.00,9958295.00,27486593.00,7663125.00,,658275.00,5361463.00,-119179.00,-98195.00,13465489.00,,,5103114.00,18568603.00,,0.00,6493959.00,17.72,1150905,5512,力麒,0.00
tpex,,115,2,,,5888413.00,1478262.00,7366675.00,3936189.00,6006.00,3942195.00,2361183.00,,1346.00,503308.00,582052.00,-23395.00,3424494.00,,,-14.00,3424480.00,,0.00,9477708.00,15.11,1150905,5514,三豐,
tpex,,115,2,,,2745950.00,431655.00,3177605.00,2634753.00,77673.00,2712426.00,515452.00,,0.00,-50285.00,12.00,0.00,,,,,465179.00,,0.00,0.00,9.02,1150905,5516,雙喜,0.00
tpex,,115,2,,,3382909.00,1365637.00,4748546.00,1193682.00,98793.00,1292475.00,599752.00,,37005.00,2175827.00,474018.00,0.00,3286602.00,,,169469.00,3456071.00,,0.00,0.00,54.80,1150905,5520,力泰,0.00
tpex,,115,2,,,5417005.00,422978.00,5839983.00,2972968.00,25573.00,2998541.00,1550015.00,,5526.00,1282299.00,3602.00,,2841442.00,,,0.00,2841442.00,,0.00,0.00,18.33,1150905,5523,豐謙,0.00
tpex,,115,2,,,4925920.00,208265.00,5134185.00,3494090.00,34753.00,3528843.00,1057693.00,,419715.00,127934.00,,,1605342.00,,,,1605342.00,,0.00,0.00,15.18,1150905,5529,鉅陞,0.00
tpex,,115,2,,,54632228.00,28697765.00,83329993.00,51927276.00,114338.00,52041614.00,4200842.00,,2931540.00,19100493.00,5021492.00,,31254367.00,,,34012.00,31288379.00,,0.00,0.00,74.40,1150905,5530,龍巖,
tpex,,115,2,,,44778013.00,8190340.00,52968353.00,27818022.00,1589706.00,29407728.00,620405.00,,3838086.00,8311960.00,3841738.00,,16612189.00,,,6948436.00,23560625.00,,0.00,0.00,133.88,1150905,5536,聖暉*,0.00
tpex,,115,2,,,2286335.00,999433.00,3285768.00,1597373.00,300147.00,1897520.00,467036.00,,369426.00,-290659.00,-45671.00,,500132.00,,,888116.00,1388248.00,,0.00,0.00,10.71,1150905,5543,桓鼎-KY,0.00
tpex,,115,2,,,1792723.00,268673.00,2061396.00,1210805.00,22564.00,1233369.00,510000.00,,143729.00,174298.00,,,828027.00,,,,828027.00,,0.00,0.00,16.24,1150905,5547,久舜,0.00
tpex,,115,2,,,1934628.00,448887.00,2383515.00,1170787.00,77652.00,1248439.00,637350.00,,330405.00,171300.00,-3889.00,-90.00,,,,,1135076.00,,0.00,9000.00,19.40,1150905,5548,安倉,0.00
tpex,,115,2,,,126960.00,1758162.00,1885122.00,43329.00,465031.00,508360.00,648000.00,,3030.00,730002.00,-4270.00,,,,,,1376762.00,,0.00,0.00,21.25,1150905,5601,台聯櫃,0.00
tpex,,115,2,,,722321.00,2021759.00,2744080.00,586923.00,209474.00,796397.00,1048766.00,,148032.00,731254.00,-58706.00,,1869346.00,,,78337.00,1947683.00,,0.00,0.00,17.82,1150905,5603,陸海,0.00
tpex,,115,2,,,94835.00,2391928.00,2486763.00,30508.00,502707.00,533215.00,1087830.00,,11030.00,854688.00,0.00,,1953548.00,,,0.00,1953548.00,,0.00,0.00,17.96,1150905,5604,中連,0.00
tpex,,115,2,,,9463382.00,1685581.00,11148963.00,4362304.00,373528.00,4735832.00,1428840.00,,62243.00,4428728.00,558595.00,-181852.00,6296554.00,0.00,,116577.00,6413131.00,,0.00,2140000.00,44.74,1150905,5609,中菲行,0.00
tpex,,115,2,,,72244.00,2258956.00,2331200.00,1243524.00,646283.00,1889807.00,1430000.00,,783.00,-963996.00,-25394.00,,441393.00,,,,441393.00,,0.00,0.00,3.09,1150905,5701,劍湖山,
tpex,,115,2,,,385804.00,611107.00,996911.00,284718.00,159673.00,444391.00,702396.00,,,-122298.00,-27578.00,,552520.00,,,,552520.00,,0.00,0.00,7.87,1150905,5703,亞都麗緻,
tpex,,115,2,,,357943.00,753416.00,1111359.00,127828.00,3411.00,131239.00,588617.00,,241906.00,149597.00,,,,,,,980120.00,,0.00,0.00,16.65,1150905,5704,老爺知,0.00
tpex,,115,2,,,357822.00,379324.00,737146.00,156874.00,61272.00,218146.00,250243.00,,76710.00,187919.00,4128.00,,519000.00,,,,519000.00,,0.00,0.00,20.74,1150905,5878,台名,
tpex,,115,2,,,1279983.00,565755.00,1845738.00,578213.00,31670.00,609883.00,945000.00,,0.00,310458.00,-19603.00,,1235855.00,,,,1235855.00,,0.00,0.00,13.08,1150905,5902,德記,
tpex,,115,2,,,20296307.00,61338730.00,81635037.00,42400525.00,29305070.00,71705595.00,2232200.00,,356249.00,6252189.00,-67466.00,,8773172.00,,,1156270.00,9929442.00,,0.00,0.00,39.30,1150905,5903,全家,0.00
tpex,,115,2,,,13730407.00,20701654.00,34432061.00,12259955.00,14920487.00,27180442.00,1064438.00,,1475884.00,4711297.00,,,,,,,7251619.00,,0.00,0.00,68.13,1150905,5904,寶雅*,0.00
tpex,,115,2,,,1226952.00,5763307.00,6990259.00,1561279.00,2217661.00,3778940.00,2816232.00,,415276.00,-423354.00,2315.00,,2810469.00,,,400850.00,3211319.00,,0.00,0.00,9.98,1150905,5905,南仁湖,0.00
tpex,,115,2,,,1362034.00,491047.00,1853081.00,790015.00,148247.00,938262.00,250000.00,,270096.00,394723.00,,,914819.00,,,,914819.00,,0.00,0.00,36.59,1150905,6028,公勝保經,0.00
tpex,,115,2,,,1499162.00,495228.00,1994390.00,309799.00,319307.00,629106.00,1161736.00,,74677.00,123529.00,5342.00,0.00,1365284.00,,,,1365284.00,,1555207.00,0.00,11.75,1150905,6101,寬魚國際,
tpex,,115,2,,,153381.00,767.00,154148.00,3796.00,544.00,4340.00,136049.00,,0.00,12994.00,765.00,,149808.00,,,,149808.00,,0.00,0.00,11.01,1150905,6103,合邦,
tpex,,115,2,,,2022846.00,1319024.00,3341870.00,1172477.00,7168.00,1179645.00,911286.00,,367300.00,921960.00,-41994.00,0.00,2158552.00,,,3673.00,2162225.00,,0.00,0.00,23.69,1150905,6104,創惟,
tpex,,115,2,,,825880.00,270320.00,1096200.00,301587.00,42088.00,343675.00,878254.00,,14015.00,-123636.00,-15878.00,0.00,752755.00,,,-230.00,752525.00,,0.00,0.00,8.57,1150905,6109,亞元,0.00
tpex,,115,2,,,12380263.00,18876779.00,31257042.00,13276209.00,7646031.00,20922240.00,1085111.00,,976080.00,210134.00,-170721.00,-276785.00,1823819.00,,,8510983.00,10334802.00,,0.00,20298498.00,20.68,1150905,6111,光聚晶電,
tpex,,115,2,,,604204.00,305130.00,909334.00,322268.00,53360.00,375628.00,525495.00,,69491.00,29369.00,-38451.00,-52198.00,533706.00,,,0.00,533706.00,,0.00,2000000.00,10.56,1150905,6113,亞矽,0.00
tpex,,115,2,,,1810260.00,468242.00,2278502.00,590073.00,80323.00,670396.00,439119.00,,172560.00,999103.00,-2676.00,,1608106.00,,,,1608106.00,,0.00,0.00,36.62,1150905,6114,久威,0.00
tpex,,115,2,,,3528305.00,204459.00,3732764.00,2597954.00,6005.00,2603959.00,908896.00,,67418.00,153959.00,-1468.00,,1128805.00,,,,1128805.00,,0.00,0.00,12.42,1150905,6118,建達,
tpex,,115,2,,,69610223.00,14252851.00,83863074.00,31289099.00,4852139.00,36141238.00,1849705.00,,5692496.00,31828555.00,332432.00,,39703188.00,,,8018648.00,47721836.00,,0.00,0.00,214.65,1150905,6121,新普,
tpex,,115,2,,,4249210.00,572136.00,4821346.00,2905062.00,168911.00,3073973.00,780916.00,,10354.00,892295.00,143672.00,-79864.00,1747373.00,,,,1747373.00,,0.00,1558000.00,22.83,1150905,6122,擎邦,0.00
tpex,,115,2,,,3419551.00,800700.00,4220251.00,1986155.00,13163.00,1999318.00,620894.00,,541082.00,470746.00,35374.00,-86401.00,1581695.00,,,639238.00,2220933.00,,0.00,1596000.00,26.15,1150905,6123,上奇,
tpex,,115,2,,,2154897.00,2511960.00,4666857.00,1380460.00,70432.00,1450892.00,1824799.00,,836172.00,568687.00,-85858.00,,3143800.00,,,72165.00,3215965.00,,0.00,0.00,17.23,1150905,6124,業強,
tpex,,115,2,,,5590990.00,6851003.00,12441993.00,2793629.00,2970153.00,5763782.00,2590112.00,0.00,1423094.00,815270.00,-167480.00,0.00,4660996.00,0.00,,2017215.00,6678211.00,,0.00,0.00,18.00,1150905,6125,廣運,
tpex,,115,2,,,7451269.00,4250661.00,11701930.00,3474352.00,1590524.00,5064876.00,1300507.00,,1810807.00,469584.00,107716.00,-29030.00,3659584.00,,,2977470.00,6637054.00,,0.00,1230000.00,28.47,1150905,6126,信音,0.00
tpex,,115,2,,,1346111.00,2235377.00,3581488.00,1218040.00,1221527.00,2439567.00,1080798.00,,56549.00,-110782.00,115356.00,,1141921.00,,,,1141921.00,,0.00,0.00,10.57,1150905,6127,九豪,
