# commit=10151c045 run=2026-09-15 13:23 (Asia/Taipei) prereg=backtest/PREREGM1.md | ⚠ CI 未修正跨段重疊（未來 H 日窗口跨段），實際覆蓋率低於 95%（隨機漫步假陽性 13%）——測得出的格要先過段標籤打亂安慰劑
variant,signal,label,window,state,H,n_seg,n_days,mean,p05,p10,p50,p90,p95,win_rate,rest_n_seg,rest_mean,rest_win_rate,diff,ci_lo,ci_hi,judge
剔除 7～9 月,c,c 20 日波動 500 日分位三態,全期,高,60,26,2315,0.028249741216123014,-0.1505703833379822,-0.12100249193439384,0.0234400629727487,0.17488681838186648,0.2198856558615271,0.7307692307692307,69,0.03169364860113115,0.6956521739130435,-0.003443907385008136,-0.045853793113209654,0.03896597834319339,非判定格（方向−）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,全期,中,120,40,1758,0.044056773773513795,-0.2735999476431395,-0.20408599833188024,0.059137416528298625,0.2957416136479924,0.37374011662397755,0.675,55,0.037168843049902374,0.6909090909090909,0.006887930723611421,-0.060866391131724,0.07464225257894684,非判定格（方向＋）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,全期,低,120,29,2377,0.03681671152491987,-0.1983344438397105,-0.15810544721221845,0.03710992797607937,0.23052602634052854,0.28003629953509035,0.6896551724137931,66,0.04034733527847893,0.6818181818181818,-0.003530623753559059,-0.06679053454212411,0.05972928703500599,非判定格（方向−）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,全期,高,120,26,2315,0.0375304053111911,-0.2209471127730691,-0.1526096039776362,0.025462437184606168,0.2513211297880358,0.3590218725427537,0.6923076923076923,69,0.03989483230678883,0.6811594202898551,-0.002364426995597725,-0.0690770454795753,0.06434819148837984,非判定格（方向−）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,中,20,27,1276,0.018918019177456016,-0.07234102163247291,-0.051839484136991965,0.02164337053992782,0.08513918463489967,0.109251238425707,0.8518518518518519,36,0.007934401696248414,0.6666666666666666,0.010983617481207603,-0.005908126113739427,0.027875361076154632,非判定格（方向＋）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,低,20,19,1704,0.008537318118103508,-0.06563022358249171,-0.046829193117127924,0.012012273703440157,0.06422334155841372,0.08183526843416572,0.6842105263157895,44,0.012533454926836168,0.7727272727272727,-0.00399613680873266,-0.01846809522319949,0.01047582160573417,非判定格（方向−）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,高,20,17,1548,0.0072707262551366,-0.10314428418346214,-0.06917390194593137,0.00679008504852463,0.0884950080259328,0.1187956022192369,0.6470588235294118,46,0.012982208907275925,0.782608695652174,-0.005711482652139325,-0.02597983055586381,0.014556865251585158,非判定格（方向−）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,中,60,27,1276,0.04399446534910316,-0.19316917264674846,-0.1271436819637075,0.051971772736557176,0.16452426471440296,0.2212016666175815,0.7407407407407407,36,0.02144801654064187,0.6944444444444444,0.02254644880846129,-0.023125493215799733,0.06821839083272231,非判定格（方向＋）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,低,60,19,1704,0.013111978260755745,-0.1415890245307404,-0.10554564034046546,0.02161896878055869,0.10151036879841367,0.13910294435551995,0.6842105263157895,44,0.03666539540343314,0.7272727272727273,-0.02355341714267739,-0.06516082139510965,0.018053987109754872,非判定格（方向−）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,高,60,17,1548,0.030624120693694804,-0.1437876622706945,-0.11567557047221227,0.02384471973097768,0.1689967872498966,0.2155324306253914,0.7058823529411765,46,0.02633548615496088,0.717391304347826,0.004288634538733925,-0.04535302519406001,0.05393029427152786,非判定格（方向＋）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,中,120,27,1276,0.060019331969038775,-0.3478710662211265,-0.20078513058426367,0.07484807700269669,0.3035789882969778,0.41202952123640785,0.7037037037037037,36,0.03754117778014538,0.7222222222222222,0.022478154188893394,-0.05982320273850076,0.10477951111628755,非判定格（方向＋）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,低,120,19,1704,0.026371597748170356,-0.17150001834215536,-0.11745489300687503,0.03338545215554867,0.12935696165956603,0.19912476725370754,0.7368421052631579,44,0.05443745579697024,0.7045454545454546,-0.028065858048799887,-0.09651907793226328,0.04038736183466351,非判定格（方向−）
剔除 7～9 月,c,c 20 日波動 500 日分位三態,主判定 2001 起,高,120,17,1548,0.04983637440448998,-0.18656715164015247,-0.13631317434030743,0.027967219188976933,0.24949039052796282,0.4010953290296339,0.7058823529411765,46,0.04077915105885093,0.717391304347826,0.009057223345639048,-0.07759268759975607,0.09570713429103417,非判定格（方向＋）
剔除 7～9 月,d,d 月線方向（日展開）,全期,多,20,71,4087,0.014849171738868138,-0.08638659605413844,-0.06083683123742023,0.012880447177934684,0.09049397273914779,0.12189077904150651,0.5915492957746479,73,0.008892728819273905,0.7123287671232876,0.005956442919594233,-0.010312664830938532,0.022225550670127,非判定格（方向＋）
剔除 7～9 月,d,d 月線方向（日展開）,全期,空,20,73,2839,0.008892728819273905,-0.12514758077489455,-0.08677436466314074,0.009950019884301886,0.10033360989567325,0.14032920193761167,0.7123287671232876,71,0.014849171738868138,0.5915492957746479,-0.005956442919594233,-0.022225550670127,0.010312664830938532,非判定格（方向−）
剔除 7～9 月,d,d 月線方向（日展開）,全期,多,60,71,4080,0.036712823276955575,-0.156520149023459,-0.1179665363956537,0.029395758270229444,0.18077418518267227,0.24238572955142718,0.5774647887323944,73,0.021517773183113386,0.6986301369863014,0.015195050093842189,-0.020990763554833532,0.05138086374251791,非判定格（方向＋）
剔除 7～9 月,d,d 月線方向（日展開）,全期,空,60,73,2839,0.021517773183113386,-0.2126757189746424,-0.14334545943581814,0.02752478723683649,0.19141360630897944,0.26955292924946317,0.6986301369863014,71,0.036712823276955575,0.5774647887323944,-0.015195050093842189,-0.05138086374251791,0.020990763554833532,非判定格（方向−）
剔除 7～9 月,d,d 月線方向（日展開）,全期,多,120,70,4040,0.0447866945874442,-0.2218582612515899,-0.1612983243859299,0.041038447207067286,0.2538848824338919,0.33452252982957265,0.6142857142857143,72,0.032045423120709494,0.625,0.012741271466734705,-0.04796234916753473,0.07344489210100413,非判定格（方向＋）
剔除 7～9 月,d,d 月線方向（日展開）,全期,空,120,72,2819,0.032045423120709494,-0.28526684594886337,-0.21047592971655182,0.020570249262025442,0.31273714678162207,0.4165544486790823,0.625,70,0.0447866945874442,0.6142857142857143,-0.012741271466734705,-0.07344489210100413,0.04796234916753473,非判定格（方向−）
剔除 7～9 月,d,d 月線方向（日展開）,主判定 2001 起,多,20,50,2912,0.013940881918447362,-0.0694431447478624,-0.05048296639373699,0.014312124967289619,0.07702736400795593,0.10044267992922437,0.64,49,0.011136558985726653,0.7346938775510204,0.0028043229327207094,-0.012430862703133226,0.018039508568574645,非判定格（方向＋）
剔除 7～9 月,d,d 月線方向（日展開）,主判定 2001 起,空,20,49,1761,0.011136558985726653,-0.10801496298742796,-0.06678829641710504,0.015260576758789446,0.08746912476574553,0.12208199859060054,0.7346938775510204,50,0.013940881918447362,0.64,-0.0028043229327207094,-0.018039508568574645,0.012430862703133226,非判定格（方向−）
剔除 7～9 月,d,d 月線方向（日展開）,主判定 2001 起,多,60,50,2905,0.02965024890957881,-0.14454314384497563,-0.09651373772807159,0.025796542804249478,0.14597374601848848,0.18424303827989855,0.6,49,0.03862043631565498,0.7551020408163265,-0.008970187406076174,-0.04537300347573732,0.02743262866358497,非判定格（方向−）
剔除 7～9 月,d,d 月線方向（日展開）,主判定 2001 起,空,60,49,1761,0.03862043631565498,-0.15894905587272323,-0.12748137416075578,0.039508043575805285,0.18400687374737812,0.2367759433782579,0.7551020408163265,50,0.02965024890957881,0.6,0.008970187406076174,-0.02743262866358497,0.04537300347573732,非判定格（方向＋）
剔除 7～9 月,d,d 月線方向（日展開）,主判定 2001 起,多,120,49,2865,0.03982338829167333,-0.18712604036012326,-0.1250119790343319,0.03750519422714005,0.2103650319212625,0.31082937682656253,0.6530612244897959,48,0.06997543807777351,0.6666666666666666,-0.030152049786100178,-0.09558288780158458,0.03527878822938422,非判定格（方向−）
剔除 7～9 月,d,d 月線方向（日展開）,主判定 2001 起,空,120,48,1741,0.06997543807777351,-0.22302698967809975,-0.17530914385115715,0.048804062392852066,0.3420679963496467,0.48965471840953234,0.6666666666666666,49,0.03982338829167333,0.6530612244897959,0.030152049786100178,-0.03527878822938422,0.09558288780158458,非判定格（方向＋）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,全期,上,20,19,5679,0.006318053833873089,-0.08889748069988493,-0.06028404836292247,0.009202491432268367,0.06869587757871587,0.09003425770210592,0.5789473684210527,20,0.005982060412334413,0.75,0.00033599342153867607,-0.015961509177417975,0.016633496020495325,非判定格（方向＋）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,全期,下,20,20,3164,0.005982060412334413,-0.12301327449896758,-0.09134977485081917,0.0011208466060949052,0.10928295915727093,0.1518617338994648,0.75,19,0.006318053833873089,0.5789473684210527,-0.00033599342153867607,-0.016633496020495325,0.015961509177417975,非判定格（方向−）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,全期,上,60,19,5679,0.012343650050698084,-0.15848081759395055,-0.12296763059030114,0.02063109868797497,0.1241224775716644,0.1597026438028555,0.631578947368421,20,0.03049588761451471,0.85,-0.018152237563816627,-0.06725844774790986,0.030953972620276604,非判定格（方向−）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,全期,下,60,20,3164,0.03049588761451471,-0.21183034955533983,-0.14269554753524197,0.017209142554956758,0.21674749619886832,0.30463310776535957,0.85,19,0.012343650050698084,0.631578947368421,0.018152237563816627,-0.030953972620276604,0.06725844774790986,非判定格（方向＋）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,全期,上,120,19,5679,0.02371454313792769,-0.21487383694013854,-0.16552141732313552,0.03520999093564292,0.20464487604275802,0.2514657890084365,0.6842105263157895,20,0.060422684065111476,0.9,-0.03670814092718379,-0.11715769698070067,0.04374141512633309,非判定格（方向−）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,全期,下,120,20,3164,0.060422684065111476,-0.2535795816141604,-0.19075560653720355,0.0455115768212091,0.334990053234218,0.42968599276182506,0.9,19,0.02371454313792769,0.6842105263157895,0.03670814092718379,-0.04374141512633309,0.11715769698070067,非判定格（方向＋）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,主判定 2001 起,上,20,13,4110,0.006494621166581986,-0.0726156746312764,-0.049298425724389826,0.010763498868958998,0.06117821305298916,0.07766382597633774,0.6153846153846154,14,0.006334599541193089,0.7857142857142857,0.0001600216253888967,-0.015391962566367426,0.01571200581714522,非判定格（方向＋）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,主判定 2001 起,下,20,14,1920,0.006334599541193089,-0.12418000921982496,-0.08858623336436382,0.007244384759033329,0.10080609878655414,0.13646809569043683,0.7857142857142857,13,0.006494621166581986,0.6153846153846154,-0.0001600216253888967,-0.01571200581714522,0.015391962566367426,非判定格（方向−）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,主判定 2001 起,上,60,13,4110,0.01513821199473792,-0.14523291939650457,-0.10794920927423407,0.024969045358170905,0.11034302463666316,0.1408655078123472,0.6923076923076923,14,0.03090745464734339,0.9285714285714286,-0.015769242652605472,-0.062076541967378294,0.03053805666216735,非判定格（方向−）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,主判定 2001 起,下,60,14,1920,0.03090745464734339,-0.21264270269837635,-0.12946382505872686,0.024262995960519285,0.1868475007041164,0.28414461944390057,0.9285714285714286,13,0.01513821199473792,0.6923076923076923,0.015769242652605472,-0.03053805666216735,0.062076541967378294,非判定格（方向＋）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,主判定 2001 起,上,120,13,4110,0.028243544527082404,-0.17375912915316352,-0.13041359761647492,0.037123688368106755,0.17930093235728944,0.2254728585653066,0.7692307692307693,14,0.076404460103363,0.9285714285714286,-0.048160915576280605,-0.14286677241986168,0.04654494126730048,非判定格（方向−）
日曆天版（僅 a）,a,a 收盤 vs 365 日曆天均值（K=28 日曆天）,主判定 2001 起,下,120,14,1920,0.076404460103363,-0.30117990565125,-0.1887791699779861,0.061512589335265266,0.3520328652033728,0.4494846741000797,0.9285714285714286,13,0.028243544527082404,0.7692307692307693,0.048160915576280605,-0.04654494126730048,0.14286677241986168,非判定格（方向＋）
