r,cagr_rebal_cost,mdd_rebal_cost,cagr_rebal_free,mdd_rebal_free,cagr_norebal,mdd_norebal,turn_sum,cost_sum
182,0.2669233069702568,-0.3657514494034701,0.26807777442316727,-0.3653422573131841,0.2608870282797884,-0.38857151296379844,4.494628111564713,0.026293574452653568
183,0.304907835020646,-0.32488854327326727,0.306133781416126,-0.3248032287008018,0.3075837245808368,-0.33027882372573675,5.7735240390885085,0.03377511562866777
184,0.26536326125879306,-0.32239007049942553,0.26660605555143824,-0.32195036902537294,0.25770397774795173,-0.32570014703493405,5.649716822912835,0.03305084341404008
185,0.2982170933593644,-0.3213989449199209,0.2995132111056391,-0.3209634537121278,0.296658812290725,-0.3380976588907303,5.790374840152223,0.033873692814890506
186,0.2909482745951608,-0.3185511386791549,0.29220648503085567,-0.31819793108862515,0.2893273872589308,-0.34549062649495726,5.797253632499266,0.0339139337501207
187,0.29908552650315956,-0.32516205763808576,0.3002607882706603,-0.32507510829098435,0.3015033663454234,-0.3332732839781243,5.4936788493536675,0.03213802126871895
188,0.2348078938422664,-0.32577825339634064,0.23595243313226133,-0.3254564936030696,0.2282057941660791,-0.3305094406621343,4.176552584707133,0.024432832620536728
189,0.24876148798960807,-0.34509027584567964,0.24994130517142388,-0.3450127578561556,0.2411254822304918,-0.3442787120135345,4.525750514616017,0.0264756405105037
190,0.30625423434297394,-0.31278220399106416,0.30753366201775045,-0.3127055344113212,0.31046266188992866,-0.31488573559736616,5.725367020140482,0.03349339706782181
191,0.2471766155787023,-0.3691107353006393,0.24833175790767958,-0.3686612731023814,0.2395129082867138,-0.39086977466362277,4.600081253059088,0.026910475330395665
192,0.3067476638143807,-0.3166063019413979,0.30809334695461743,-0.3162221926129776,0.30899162604381236,-0.3455777001475873,7.2274686066812714,0.042280691349085436
193,0.25040683157300303,-0.34112982033439226,0.2516897586566098,-0.3408171002600723,0.24152464585976063,-0.36085039094137455,5.098429703828473,0.02982581376739657
194,0.25023659294710976,-0.34867278105454036,0.2514098880260158,-0.3482902190825509,0.24211659426453291,-0.35634389996313626,4.29356767140666,0.025117370877728966
195,0.1935782283667855,-0.3391067298531008,0.19469480031362596,-0.3390754485871488,0.19733579836962223,-0.33585938020204753,3.7054350601064137,0.02167679510162252
196,0.2814372847385991,-0.33853423289090995,0.2826738751961868,-0.3385060668169647,0.2776599063329541,-0.3433359903057775,4.84096609408341,0.028319651650387953
197,0.2512920547246298,-0.3062570723735333,0.2524885741828382,-0.30616248366607096,0.24361472052160194,-0.314498331659251,4.821406833286612,0.02820522997472668
198,0.269263906421759,-0.3287575002423764,0.2706052981002951,-0.3282695321565314,0.2607657092458633,-0.3421004486844901,6.0947279120358235,0.03565415828540957
199,0.23002765316649398,-0.3620002623515251,0.2312722555286053,-0.3618991286659141,0.2230505231769937,-0.3674933330980283,5.015478358970305,0.029340548399976282
