cell,r,seed,x_new_n,x_add_trig,x_add_n,x_add_short,x_add_blocked_days,x_add_n_in_window
2-B ⓑ 貼近 120 日高點三分位（P8）,123,99123,136,77,25,52,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,124,99124,137,81,23,58,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,125,99125,137,87,26,61,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,126,99126,135,81,23,58,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,127,99127,137,82,25,57,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,128,99128,136,78,20,58,0,20
2-B ⓑ 貼近 120 日高點三分位（P8）,129,99129,137,77,25,52,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,130,99130,136,80,23,57,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,131,99131,135,90,25,65,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,132,99132,136,76,19,57,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,133,99133,138,78,23,55,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,134,99134,137,82,26,56,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,135,99135,137,86,22,64,0,22
2-B ⓑ 貼近 120 日高點三分位（P8）,136,99136,138,68,18,50,0,18
2-B ⓑ 貼近 120 日高點三分位（P8）,137,99137,135,80,24,56,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,138,99138,137,78,23,55,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,139,99139,134,79,27,52,0,27
2-B ⓑ 貼近 120 日高點三分位（P8）,140,99140,138,85,25,60,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,141,99141,137,81,21,60,0,21
2-B ⓑ 貼近 120 日高點三分位（P8）,142,99142,137,78,19,59,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,143,99143,136,73,23,50,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,144,99144,136,77,22,55,0,22
2-B ⓑ 貼近 120 日高點三分位（P8）,145,99145,138,90,22,68,0,22
2-B ⓑ 貼近 120 日高點三分位（P8）,146,99146,136,85,25,60,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,147,99147,137,80,14,66,0,14
2-B ⓑ 貼近 120 日高點三分位（P8）,148,99148,138,89,23,66,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,149,99149,136,85,26,59,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,150,99150,135,78,23,55,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,151,99151,137,78,19,59,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,152,99152,137,79,18,61,0,18
2-B ⓑ 貼近 120 日高點三分位（P8）,153,99153,136,72,22,50,0,22
2-B ⓑ 貼近 120 日高點三分位（P8）,154,99154,137,84,27,57,0,27
2-B ⓑ 貼近 120 日高點三分位（P8）,155,99155,137,77,21,56,0,21
2-B ⓑ 貼近 120 日高點三分位（P8）,156,99156,136,85,26,59,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,157,99157,137,86,24,62,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,158,99158,138,76,26,50,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,159,99159,136,73,16,57,0,16
2-B ⓑ 貼近 120 日高點三分位（P8）,160,99160,137,78,24,54,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,161,99161,138,80,24,56,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,162,99162,137,74,25,49,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,163,99163,136,88,24,64,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,164,99164,138,72,19,53,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,165,99165,136,77,24,53,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,166,99166,136,83,29,54,0,29
2-B ⓑ 貼近 120 日高點三分位（P8）,167,99167,136,83,25,58,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,168,99168,137,78,28,50,0,28
2-B ⓑ 貼近 120 日高點三分位（P8）,169,99169,136,79,23,56,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,170,99170,138,85,26,59,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,171,99171,136,75,24,51,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,172,99172,136,71,23,48,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,173,99173,135,76,26,50,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,174,99174,137,75,28,47,0,28
2-B ⓑ 貼近 120 日高點三分位（P8）,175,99175,135,86,23,63,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,176,99176,136,80,24,56,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,177,99177,135,78,26,52,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,178,99178,138,79,24,55,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,179,99179,137,77,24,53,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,180,99180,135,69,23,46,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,181,99181,138,79,19,60,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,182,99182,137,85,26,59,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,183,99183,137,80,19,61,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,184,99184,136,81,26,55,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,185,99185,135,85,27,58,0,27
2-B ⓑ 貼近 120 日高點三分位（P8）,186,99186,135,85,27,58,0,27
2-B ⓑ 貼近 120 日高點三分位（P8）,187,99187,136,74,23,51,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,188,99188,137,77,21,56,0,21
2-B ⓑ 貼近 120 日高點三分位（P8）,189,99189,138,81,19,62,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,190,99190,138,79,23,56,0,23
2-B ⓑ 貼近 120 日高點三分位（P8）,191,99191,136,86,24,62,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,192,99192,137,85,19,66,0,19
2-B ⓑ 貼近 120 日高點三分位（P8）,193,99193,138,82,26,56,0,26
2-B ⓑ 貼近 120 日高點三分位（P8）,194,99194,137,91,25,66,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,195,99195,137,82,20,62,0,20
2-B ⓑ 貼近 120 日高點三分位（P8）,196,99196,136,80,21,59,0,21
2-B ⓑ 貼近 120 日高點三分位（P8）,197,99197,136,79,25,54,0,25
2-B ⓑ 貼近 120 日高點三分位（P8）,198,99198,137,80,24,56,0,24
2-B ⓑ 貼近 120 日高點三分位（P8）,199,99199,137,73,17,56,0,17
2-B ⓒ 持有滿 40 根仍為正,0,99000,138,60,9,51,0,9
2-B ⓒ 持有滿 40 根仍為正,1,99001,138,68,9,59,0,9
2-B ⓒ 持有滿 40 根仍為正,2,99002,138,68,10,58,0,10
2-B ⓒ 持有滿 40 根仍為正,3,99003,138,64,11,53,0,11
2-B ⓒ 持有滿 40 根仍為正,4,99004,138,71,13,58,0,13
2-B ⓒ 持有滿 40 根仍為正,5,99005,138,69,9,60,0,9
2-B ⓒ 持有滿 40 根仍為正,6,99006,138,69,10,59,0,10
2-B ⓒ 持有滿 40 根仍為正,7,99007,137,72,13,59,0,13
2-B ⓒ 持有滿 40 根仍為正,8,99008,138,67,17,50,0,17
2-B ⓒ 持有滿 40 根仍為正,9,99009,138,72,9,63,0,9
2-B ⓒ 持有滿 40 根仍為正,10,99010,138,66,12,54,0,12
2-B ⓒ 持有滿 40 根仍為正,11,99011,138,73,9,64,0,9
2-B ⓒ 持有滿 40 根仍為正,12,99012,138,68,11,57,0,11
2-B ⓒ 持有滿 40 根仍為正,13,99013,138,68,10,58,0,10
2-B ⓒ 持有滿 40 根仍為正,14,99014,138,67,10,57,0,10
2-B ⓒ 持有滿 40 根仍為正,15,99015,138,67,14,53,0,14
2-B ⓒ 持有滿 40 根仍為正,16,99016,138,75,9,66,0,9
2-B ⓒ 持有滿 40 根仍為正,17,99017,138,65,11,54,0,11
2-B ⓒ 持有滿 40 根仍為正,18,99018,138,66,13,53,0,13
2-B ⓒ 持有滿 40 根仍為正,19,99019,138,77,10,67,0,10
2-B ⓒ 持有滿 40 根仍為正,20,99020,138,67,14,53,0,14
2-B ⓒ 持有滿 40 根仍為正,21,99021,138,71,11,60,0,11
2-B ⓒ 持有滿 40 根仍為正,22,99022,138,75,11,64,0,11
2-B ⓒ 持有滿 40 根仍為正,23,99023,138,72,11,61,0,11
2-B ⓒ 持有滿 40 根仍為正,24,99024,138,72,10,62,0,10
2-B ⓒ 持有滿 40 根仍為正,25,99025,138,63,14,49,0,14
2-B ⓒ 持有滿 40 根仍為正,26,99026,138,74,9,65,0,9
2-B ⓒ 持有滿 40 根仍為正,27,99027,138,71,8,63,0,8
2-B ⓒ 持有滿 40 根仍為正,28,99028,137,67,9,58,0,9
2-B ⓒ 持有滿 40 根仍為正,29,99029,138,71,10,61,0,10
2-B ⓒ 持有滿 40 根仍為正,30,99030,138,80,13,67,0,13
2-B ⓒ 持有滿 40 根仍為正,31,99031,138,66,6,60,0,6
2-B ⓒ 持有滿 40 根仍為正,32,99032,138,64,7,57,0,7
2-B ⓒ 持有滿 40 根仍為正,33,99033,138,77,9,68,0,9
2-B ⓒ 持有滿 40 根仍為正,34,99034,138,66,9,57,0,9
2-B ⓒ 持有滿 40 根仍為正,35,99035,138,67,10,57,0,10
2-B ⓒ 持有滿 40 根仍為正,36,99036,138,65,12,53,0,12
2-B ⓒ 持有滿 40 根仍為正,37,99037,138,74,10,64,0,10
2-B ⓒ 持有滿 40 根仍為正,38,99038,138,71,6,65,0,6
2-B ⓒ 持有滿 40 根仍為正,39,99039,138,67,12,55,0,12
2-B ⓒ 持有滿 40 根仍為正,40,99040,138,72,12,60,0,12
2-B ⓒ 持有滿 40 根仍為正,41,99041,138,62,11,51,0,11
2-B ⓒ 持有滿 40 根仍為正,42,99042,138,59,8,51,0,8
2-B ⓒ 持有滿 40 根仍為正,43,99043,138,65,10,55,0,10
2-B ⓒ 持有滿 40 根仍為正,44,99044,137,71,11,60,0,11
2-B ⓒ 持有滿 40 根仍為正,45,99045,138,66,8,58,0,8
2-B ⓒ 持有滿 40 根仍為正,46,99046,138,59,11,48,0,11
2-B ⓒ 持有滿 40 根仍為正,47,99047,138,65,11,54,0,11
2-B ⓒ 持有滿 40 根仍為正,48,99048,138,63,7,56,0,7
2-B ⓒ 持有滿 40 根仍為正,49,99049,138,65,11,54,0,11
2-B ⓒ 持有滿 40 根仍為正,50,99050,138,67,11,56,0,11
2-B ⓒ 持有滿 40 根仍為正,51,99051,138,68,11,57,0,11
2-B ⓒ 持有滿 40 根仍為正,52,99052,138,70,7,63,0,7
2-B ⓒ 持有滿 40 根仍為正,53,99053,138,70,8,62,0,8
2-B ⓒ 持有滿 40 根仍為正,54,99054,138,62,5,57,0,5
2-B ⓒ 持有滿 40 根仍為正,55,99055,138,72,9,63,0,9
2-B ⓒ 持有滿 40 根仍為正,56,99056,138,67,13,54,0,13
2-B ⓒ 持有滿 40 根仍為正,57,99057,137,66,15,51,0,15
2-B ⓒ 持有滿 40 根仍為正,58,99058,138,68,13,55,0,13
2-B ⓒ 持有滿 40 根仍為正,59,99059,138,68,12,56,0,12
2-B ⓒ 持有滿 40 根仍為正,60,99060,137,71,13,58,0,13
2-B ⓒ 持有滿 40 根仍為正,61,99061,138,78,13,65,0,13
2-B ⓒ 持有滿 40 根仍為正,62,99062,138,68,12,56,0,12
2-B ⓒ 持有滿 40 根仍為正,63,99063,138,76,14,62,0,14
2-B ⓒ 持有滿 40 根仍為正,64,99064,138,73,12,61,0,12
2-B ⓒ 持有滿 40 根仍為正,65,99065,137,73,7,66,0,7
2-B ⓒ 持有滿 40 根仍為正,66,99066,138,64,7,57,0,7
2-B ⓒ 持有滿 40 根仍為正,67,99067,138,63,11,52,0,11
2-B ⓒ 持有滿 40 根仍為正,68,99068,138,67,15,52,0,15
2-B ⓒ 持有滿 40 根仍為正,69,99069,138,72,8,64,0,8
2-B ⓒ 持有滿 40 根仍為正,70,99070,138,67,12,55,0,12
2-B ⓒ 持有滿 40 根仍為正,71,99071,138,69,11,58,0,11
2-B ⓒ 持有滿 40 根仍為正,72,99072,138,73,12,61,0,12
2-B ⓒ 持有滿 40 根仍為正,73,99073,138,70,14,56,0,14
2-B ⓒ 持有滿 40 根仍為正,74,99074,138,73,13,60,0,13
2-B ⓒ 持有滿 40 根仍為正,75,99075,138,68,8,60,0,8
2-B ⓒ 持有滿 40 根仍為正,76,99076,138,67,8,59,0,8
2-B ⓒ 持有滿 40 根仍為正,77,99077,138,75,8,67,0,8
2-B ⓒ 持有滿 40 根仍為正,78,99078,137,72,11,61,0,11
2-B ⓒ 持有滿 40 根仍為正,79,99079,138,64,14,50,0,14
2-B ⓒ 持有滿 40 根仍為正,80,99080,138,70,10,60,0,10
2-B ⓒ 持有滿 40 根仍為正,81,99081,138,68,8,60,0,8
2-B ⓒ 持有滿 40 根仍為正,82,99082,138,76,10,66,0,10
2-B ⓒ 持有滿 40 根仍為正,83,99083,138,68,13,55,0,13
2-B ⓒ 持有滿 40 根仍為正,84,99084,138,66,10,56,0,10
2-B ⓒ 持有滿 40 根仍為正,85,99085,138,70,11,59,0,11
2-B ⓒ 持有滿 40 根仍為正,86,99086,138,75,7,68,0,7
2-B ⓒ 持有滿 40 根仍為正,87,99087,138,67,13,54,0,13
2-B ⓒ 持有滿 40 根仍為正,88,99088,138,76,11,65,0,11
2-B ⓒ 持有滿 40 根仍為正,89,99089,138,72,12,60,0,12
2-B ⓒ 持有滿 40 根仍為正,90,99090,138,79,15,64,0,15
2-B ⓒ 持有滿 40 根仍為正,91,99091,138,69,10,59,0,10
2-B ⓒ 持有滿 40 根仍為正,92,99092,138,73,11,62,0,11
2-B ⓒ 持有滿 40 根仍為正,93,99093,138,65,12,53,0,12
2-B ⓒ 持有滿 40 根仍為正,94,99094,138,71,9,62,0,9
2-B ⓒ 持有滿 40 根仍為正,95,99095,138,63,12,51,0,12
2-B ⓒ 持有滿 40 根仍為正,96,99096,138,78,11,67,0,11
2-B ⓒ 持有滿 40 根仍為正,97,99097,138,75,13,62,0,13
2-B ⓒ 持有滿 40 根仍為正,98,99098,138,74,12,62,0,12
2-B ⓒ 持有滿 40 根仍為正,99,99099,138,74,14,60,0,14
2-B ⓒ 持有滿 40 根仍為正,100,99100,138,62,13,49,0,13
2-B ⓒ 持有滿 40 根仍為正,101,99101,138,68,8,60,0,8
2-B ⓒ 持有滿 40 根仍為正,102,99102,138,65,8,57,0,8
2-B ⓒ 持有滿 40 根仍為正,103,99103,138,66,10,56,0,10
2-B ⓒ 持有滿 40 根仍為正,104,99104,138,68,8,60,0,8
2-B ⓒ 持有滿 40 根仍為正,105,99105,138,70,15,55,0,15
2-B ⓒ 持有滿 40 根仍為正,106,99106,138,61,11,50,0,11
2-B ⓒ 持有滿 40 根仍為正,107,99107,137,63,8,55,0,8
2-B ⓒ 持有滿 40 根仍為正,108,99108,138,67,10,57,0,10
2-B ⓒ 持有滿 40 根仍為正,109,99109,138,69,11,58,0,11
2-B ⓒ 持有滿 40 根仍為正,110,99110,138,70,8,62,0,8
2-B ⓒ 持有滿 40 根仍為正,111,99111,137,65,11,54,0,11
2-B ⓒ 持有滿 40 根仍為正,112,99112,138,68,16,52,0,16
2-B ⓒ 持有滿 40 根仍為正,113,99113,137,73,11,62,0,11
2-B ⓒ 持有滿 40 根仍為正,114,99114,138,70,10,60,0,10
2-B ⓒ 持有滿 40 根仍為正,115,99115,138,66,14,52,0,14
2-B ⓒ 持有滿 40 根仍為正,116,99116,138,72,10,62,0,10
2-B ⓒ 持有滿 40 根仍為正,117,99117,138,69,13,56,0,13
2-B ⓒ 持有滿 40 根仍為正,118,99118,138,67,12,55,0,12
2-B ⓒ 持有滿 40 根仍為正,119,99119,137,62,9,53,0,9
2-B ⓒ 持有滿 40 根仍為正,120,99120,137,69,13,56,0,13
2-B ⓒ 持有滿 40 根仍為正,121,99121,138,67,5,62,0,5
2-B ⓒ 持有滿 40 根仍為正,122,99122,138,74,11,63,0,11
2-B ⓒ 持有滿 40 根仍為正,123,99123,138,68,11,57,0,11
2-B ⓒ 持有滿 40 根仍為正,124,99124,138,71,9,62,0,9
2-B ⓒ 持有滿 40 根仍為正,125,99125,138,62,10,52,0,10
2-B ⓒ 持有滿 40 根仍為正,126,99126,138,70,9,61,0,9
2-B ⓒ 持有滿 40 根仍為正,127,99127,138,75,9,66,0,9
2-B ⓒ 持有滿 40 根仍為正,128,99128,138,74,13,61,0,13
2-B ⓒ 持有滿 40 根仍為正,129,99129,138,71,10,61,0,10
2-B ⓒ 持有滿 40 根仍為正,130,99130,138,66,7,59,0,7
2-B ⓒ 持有滿 40 根仍為正,131,99131,138,67,7,60,0,7
2-B ⓒ 持有滿 40 根仍為正,132,99132,138,67,12,55,0,12
2-B ⓒ 持有滿 40 根仍為正,133,99133,138,64,8,56,0,8
2-B ⓒ 持有滿 40 根仍為正,134,99134,138,68,9,59,0,9
2-B ⓒ 持有滿 40 根仍為正,135,99135,138,66,15,51,0,15
2-B ⓒ 持有滿 40 根仍為正,136,99136,137,56,10,46,0,10
2-B ⓒ 持有滿 40 根仍為正,137,99137,138,75,10,65,0,10
2-B ⓒ 持有滿 40 根仍為正,138,99138,138,69,12,57,0,12
2-B ⓒ 持有滿 40 根仍為正,139,99139,138,72,12,60,0,12
2-B ⓒ 持有滿 40 根仍為正,140,99140,138,76,6,70,0,6
2-B ⓒ 持有滿 40 根仍為正,141,99141,138,72,12,60,0,12
2-B ⓒ 持有滿 40 根仍為正,142,99142,138,69,10,59,0,10
2-B ⓒ 持有滿 40 根仍為正,143,99143,138,73,11,62,0,11
2-B ⓒ 持有滿 40 根仍為正,144,99144,138,64,12,52,0,12
2-B ⓒ 持有滿 40 根仍為正,145,99145,138,75,8,67,0,8
2-B ⓒ 持有滿 40 根仍為正,146,99146,138,66,8,58,0,8
2-B ⓒ 持有滿 40 根仍為正,147,99147,138,71,9,62,0,9
2-B ⓒ 持有滿 40 根仍為正,148,99148,138,76,8,68,0,8
2-B ⓒ 持有滿 40 根仍為正,149,99149,138,72,13,59,0,13
2-B ⓒ 持有滿 40 根仍為正,150,99150,138,71,9,62,0,9
2-B ⓒ 持有滿 40 根仍為正,151,99151,138,70,11,59,0,11
2-B ⓒ 持有滿 40 根仍為正,152,99152,138,64,8,56,0,8
2-B ⓒ 持有滿 40 根仍為正,153,99153,138,71,12,59,0,12
2-B ⓒ 持有滿 40 根仍為正,154,99154,138,70,7,63,0,7
2-B ⓒ 持有滿 40 根仍為正,155,99155,138,63,10,53,0,10
2-B ⓒ 持有滿 40 根仍為正,156,99156,138,82,14,68,0,14
2-B ⓒ 持有滿 40 根仍為正,157,99157,138,72,8,64,0,8
2-B ⓒ 持有滿 40 根仍為正,158,99158,138,69,12,57,0,12
2-B ⓒ 持有滿 40 根仍為正,159,99159,138,67,11,56,0,11
2-B ⓒ 持有滿 40 根仍為正,160,99160,138,77,14,63,0,14
2-B ⓒ 持有滿 40 根仍為正,161,99161,138,67,11,56,0,11
2-B ⓒ 持有滿 40 根仍為正,162,99162,138,71,19,52,0,19
2-B ⓒ 持有滿 40 根仍為正,163,99163,138,70,11,59,0,11
2-B ⓒ 持有滿 40 根仍為正,164,99164,138,73,11,62,0,11
2-B ⓒ 持有滿 40 根仍為正,165,99165,138,72,13,59,0,13
2-B ⓒ 持有滿 40 根仍為正,166,99166,138,71,15,56,0,15
2-B ⓒ 持有滿 40 根仍為正,167,99167,138,70,8,62,0,8
2-B ⓒ 持有滿 40 根仍為正,168,99168,138,71,15,56,0,15
2-B ⓒ 持有滿 40 根仍為正,169,99169,138,70,13,57,0,13
2-B ⓒ 持有滿 40 根仍為正,170,99170,138,72,11,61,0,11
2-B ⓒ 持有滿 40 根仍為正,171,99171,138,72,7,65,0,7
2-B ⓒ 持有滿 40 根仍為正,172,99172,138,62,10,52,0,10
2-B ⓒ 持有滿 40 根仍為正,173,99173,138,67,11,56,0,11
2-B ⓒ 持有滿 40 根仍為正,174,99174,138,64,9,55,0,9
2-B ⓒ 持有滿 40 根仍為正,175,99175,138,71,9,62,0,9
2-B ⓒ 持有滿 40 根仍為正,176,99176,137,72,11,61,0,11
2-B ⓒ 持有滿 40 根仍為正,177,99177,138,63,6,57,0,6
2-B ⓒ 持有滿 40 根仍為正,178,99178,138,62,7,55,0,7
2-B ⓒ 持有滿 40 根仍為正,179,99179,138,66,7,59,0,7
2-B ⓒ 持有滿 40 根仍為正,180,99180,138,75,9,66,0,9
2-B ⓒ 持有滿 40 根仍為正,181,99181,138,74,9,65,0,9
2-B ⓒ 持有滿 40 根仍為正,182,99182,138,59,11,48,0,11
2-B ⓒ 持有滿 40 根仍為正,183,99183,138,66,8,58,0,8
2-B ⓒ 持有滿 40 根仍為正,184,99184,138,73,7,66,0,7
2-B ⓒ 持有滿 40 根仍為正,185,99185,138,70,6,64,0,6
2-B ⓒ 持有滿 40 根仍為正,186,99186,138,74,10,64,0,10
2-B ⓒ 持有滿 40 根仍為正,187,99187,138,70,8,62,0,8
2-B ⓒ 持有滿 40 根仍為正,188,99188,138,66,12,54,0,12
2-B ⓒ 持有滿 40 根仍為正,189,99189,138,72,10,62,0,10
2-B ⓒ 持有滿 40 根仍為正,190,99190,138,72,9,63,0,9
2-B ⓒ 持有滿 40 根仍為正,191,99191,138,72,9,63,0,9
2-B ⓒ 持有滿 40 根仍為正,192,99192,138,69,10,59,0,10
2-B ⓒ 持有滿 40 根仍為正,193,99193,138,67,11,56,0,11
2-B ⓒ 持有滿 40 根仍為正,194,99194,138,72,11,61,0,11
2-B ⓒ 持有滿 40 根仍為正,195,99195,138,66,9,57,0,9
2-B ⓒ 持有滿 40 根仍為正,196,99196,138,73,7,66,0,7
2-B ⓒ 持有滿 40 根仍為正,197,99197,138,64,7,57,0,7
2-B ⓒ 持有滿 40 根仍為正,198,99198,138,69,6,63,0,6
2-B ⓒ 持有滿 40 根仍為正,199,99199,138,68,16,52,0,16
